station,sample,split,timestamp,value,hasrain,text
USW00003927,15,input,2019-06-03 00:00:00,28.9,False,"The following events were reported: Lightning, Thunderstorm Wind. These occurred near station USW00003927, approximately 24.8255 km away, between 2019-06-09 11:57:00 and 2019-06-09 13:20:00.The events resulted in 0 injuries and 1 fatalities. The events caused property damage valued at 46000.0 and crop damage of 0.0. Episode Narrative: Another complex of storms moved south from Oklahoma into North Texas, producing widespread wind damage from the Dallas-Fort Worth Metroplex southward through a good portion of the region during the afternoon of Sunday June 9. The strong winds resulted in a construction crane collapse in Dallas that killed one person. In addition, an EF-2 tornado occurred in far southern Coryell County. Another complex of storms moved south from Oklahoma into North Texas, producing widespread wind damage from the Dallas-Fort Worth Metroplex southward through a good portion of the region during the afternoon of Sunday June 9. Event Narrative: A woman drowned on Eagle Mountain Lake after the sailboat she was riding in capsized due to thunderstorm winds. A trained spotter reported tree limbs down approximately 4 miles north-northwest of the city of Grand Prairie, TX. A social media report indicated a tree down on a vehicle and a chimney knocked down in the city of Carrollton, TX. The Denton, TX Airport Automated Surface Observation System (ASOS) reported a wind gust of 60 MPH. A trained spotter estimated wind gusts of 60 MPH approximately 2 miles south-southeast of the city of Corinth, TX. A public report indicated tree branches down and a few fences down in the southern part of Denton County. Amateur radio reported damage to the front door of City Hall, along with roof damage across the street, in the city of The Colony, TX. Emergency management reported poles from a driving range netting were snapped and blown onto an apartment complex in the city of Carrollton, TX. Emergency management reported a wind gust of 64 MPH at North Central Texas College, Corinth, TX campus. A trained spotter estimated wind gusts to 60 MPH, along with reporting trees down, approximately 1 mile west-southwest of the city of Double Oak, TX. Trained spotters measured a wind gust of 67 MPH approximately 5 miles north of the city of Rhome, TX. A trained spotter estimated a wind gust of 70 MPH approximately 2 miles north-northwest of Haltom City, TX. A trained spotter reported a wind gust of 60 MPH approximately 1 mile south of the city of Coppell, TX. A trained spotter reported a 60 MPH wind gust approximately 4 miles north-northwest of the city of Crowley, TX. Emergency management reported that lightning struck an air conditioning unit at a city museum, causing minor damage to the facility in the city of Frisco, TX. Emergency management reported five power poles were knocked down near College Pkwy and Kirkpatrick in Flower Mound from thunderstorm outflow winds. Other minor damage was reported on the east side of town. Emergency management reported multiple trees and power lines down in the city of Lewisville, TX. The report also mentioned: ||1200 Valley Ridge Blvd - Trees knocked down into the street|1000 N Summit - Large Tree down in the road|SRT SB @ 35 large sign knocked down|1000 W Round Grove Power Lines Down|1200 Cloudy Sky - Tree Down|1300 W Corporate - Power Poles Snapped|700 E 121 Business Car Canopy blown down multiple power poles snapped|400 Crockett - Power Lines Down|1125 Pebblebrook Power Lines Down|243 Teakwood - Tree blocking entrance of the house|350 E Corporate - Multiple trees down."
USW00003927,15,input,2019-06-03 01:00:00,27.966666666666665,False,"The following events were reported: Lightning, Thunderstorm Wind. These occurred near station USW00003927, approximately 24.8255 km away, between 2019-06-09 11:57:00 and 2019-06-09 13:20:00.The events resulted in 0 injuries and 1 fatalities. The events caused property damage valued at 46000.0 and crop damage of 0.0. Episode Narrative: Another complex of storms moved south from Oklahoma into North Texas, producing widespread wind damage from the Dallas-Fort Worth Metroplex southward through a good portion of the region during the afternoon of Sunday June 9. The strong winds resulted in a construction crane collapse in Dallas that killed one person. In addition, an EF-2 tornado occurred in far southern Coryell County. Another complex of storms moved south from Oklahoma into North Texas, producing widespread wind damage from the Dallas-Fort Worth Metroplex southward through a good portion of the region during the afternoon of Sunday June 9. Event Narrative: A woman drowned on Eagle Mountain Lake after the sailboat she was riding in capsized due to thunderstorm winds. A trained spotter reported tree limbs down approximately 4 miles north-northwest of the city of Grand Prairie, TX. A social media report indicated a tree down on a vehicle and a chimney knocked down in the city of Carrollton, TX. The Denton, TX Airport Automated Surface Observation System (ASOS) reported a wind gust of 60 MPH. A trained spotter estimated wind gusts of 60 MPH approximately 2 miles south-southeast of the city of Corinth, TX. A public report indicated tree branches down and a few fences down in the southern part of Denton County. Amateur radio reported damage to the front door of City Hall, along with roof damage across the street, in the city of The Colony, TX. Emergency management reported poles from a driving range netting were snapped and blown onto an apartment complex in the city of Carrollton, TX. Emergency management reported a wind gust of 64 MPH at North Central Texas College, Corinth, TX campus. A trained spotter estimated wind gusts to 60 MPH, along with reporting trees down, approximately 1 mile west-southwest of the city of Double Oak, TX. Trained spotters measured a wind gust of 67 MPH approximately 5 miles north of the city of Rhome, TX. A trained spotter estimated a wind gust of 70 MPH approximately 2 miles north-northwest of Haltom City, TX. A trained spotter reported a wind gust of 60 MPH approximately 1 mile south of the city of Coppell, TX. A trained spotter reported a 60 MPH wind gust approximately 4 miles north-northwest of the city of Crowley, TX. Emergency management reported that lightning struck an air conditioning unit at a city museum, causing minor damage to the facility in the city of Frisco, TX. Emergency management reported five power poles were knocked down near College Pkwy and Kirkpatrick in Flower Mound from thunderstorm outflow winds. Other minor damage was reported on the east side of town. Emergency management reported multiple trees and power lines down in the city of Lewisville, TX. The report also mentioned: ||1200 Valley Ridge Blvd - Trees knocked down into the street|1000 N Summit - Large Tree down in the road|SRT SB @ 35 large sign knocked down|1000 W Round Grove Power Lines Down|1200 Cloudy Sky - Tree Down|1300 W Corporate - Power Poles Snapped|700 E 121 Business Car Canopy blown down multiple power poles snapped|400 Crockett - Power Lines Down|1125 Pebblebrook Power Lines Down|243 Teakwood - Tree blocking entrance of the house|350 E Corporate - Multiple trees down."
USW00003927,15,input,2019-06-03 02:00:00,27.033333333333335,False,"The following events were reported: Lightning, Thunderstorm Wind. These occurred near station USW00003927, approximately 24.8255 km away, between 2019-06-09 11:57:00 and 2019-06-09 13:20:00.The events resulted in 0 injuries and 1 fatalities. The events caused property damage valued at 46000.0 and crop damage of 0.0. Episode Narrative: Another complex of storms moved south from Oklahoma into North Texas, producing widespread wind damage from the Dallas-Fort Worth Metroplex southward through a good portion of the region during the afternoon of Sunday June 9. The strong winds resulted in a construction crane collapse in Dallas that killed one person. In addition, an EF-2 tornado occurred in far southern Coryell County. Another complex of storms moved south from Oklahoma into North Texas, producing widespread wind damage from the Dallas-Fort Worth Metroplex southward through a good portion of the region during the afternoon of Sunday June 9. Event Narrative: A woman drowned on Eagle Mountain Lake after the sailboat she was riding in capsized due to thunderstorm winds. A trained spotter reported tree limbs down approximately 4 miles north-northwest of the city of Grand Prairie, TX. A social media report indicated a tree down on a vehicle and a chimney knocked down in the city of Carrollton, TX. The Denton, TX Airport Automated Surface Observation System (ASOS) reported a wind gust of 60 MPH. A trained spotter estimated wind gusts of 60 MPH approximately 2 miles south-southeast of the city of Corinth, TX. A public report indicated tree branches down and a few fences down in the southern part of Denton County. Amateur radio reported damage to the front door of City Hall, along with roof damage across the street, in the city of The Colony, TX. Emergency management reported poles from a driving range netting were snapped and blown onto an apartment complex in the city of Carrollton, TX. Emergency management reported a wind gust of 64 MPH at North Central Texas College, Corinth, TX campus. A trained spotter estimated wind gusts to 60 MPH, along with reporting trees down, approximately 1 mile west-southwest of the city of Double Oak, TX. Trained spotters measured a wind gust of 67 MPH approximately 5 miles north of the city of Rhome, TX. A trained spotter estimated a wind gust of 70 MPH approximately 2 miles north-northwest of Haltom City, TX. A trained spotter reported a wind gust of 60 MPH approximately 1 mile south of the city of Coppell, TX. A trained spotter reported a 60 MPH wind gust approximately 4 miles north-northwest of the city of Crowley, TX. Emergency management reported that lightning struck an air conditioning unit at a city museum, causing minor damage to the facility in the city of Frisco, TX. Emergency management reported five power poles were knocked down near College Pkwy and Kirkpatrick in Flower Mound from thunderstorm outflow winds. Other minor damage was reported on the east side of town. Emergency management reported multiple trees and power lines down in the city of Lewisville, TX. The report also mentioned: ||1200 Valley Ridge Blvd - Trees knocked down into the street|1000 N Summit - Large Tree down in the road|SRT SB @ 35 large sign knocked down|1000 W Round Grove Power Lines Down|1200 Cloudy Sky - Tree Down|1300 W Corporate - Power Poles Snapped|700 E 121 Business Car Canopy blown down multiple power poles snapped|400 Crockett - Power Lines Down|1125 Pebblebrook Power Lines Down|243 Teakwood - Tree blocking entrance of the house|350 E Corporate - Multiple trees down."
USW00003927,15,input,2019-06-03 03:00:00,26.1,False,"The following events were reported: Lightning, Thunderstorm Wind. These occurred near station USW00003927, approximately 24.8255 km away, between 2019-06-09 11:57:00 and 2019-06-09 13:20:00.The events resulted in 0 injuries and 1 fatalities. The events caused property damage valued at 46000.0 and crop damage of 0.0. Episode Narrative: Another complex of storms moved south from Oklahoma into North Texas, producing widespread wind damage from the Dallas-Fort Worth Metroplex southward through a good portion of the region during the afternoon of Sunday June 9. The strong winds resulted in a construction crane collapse in Dallas that killed one person. In addition, an EF-2 tornado occurred in far southern Coryell County. Another complex of storms moved south from Oklahoma into North Texas, producing widespread wind damage from the Dallas-Fort Worth Metroplex southward through a good portion of the region during the afternoon of Sunday June 9. Event Narrative: A woman drowned on Eagle Mountain Lake after the sailboat she was riding in capsized due to thunderstorm winds. A trained spotter reported tree limbs down approximately 4 miles north-northwest of the city of Grand Prairie, TX. A social media report indicated a tree down on a vehicle and a chimney knocked down in the city of Carrollton, TX. The Denton, TX Airport Automated Surface Observation System (ASOS) reported a wind gust of 60 MPH. A trained spotter estimated wind gusts of 60 MPH approximately 2 miles south-southeast of the city of Corinth, TX. A public report indicated tree branches down and a few fences down in the southern part of Denton County. Amateur radio reported damage to the front door of City Hall, along with roof damage across the street, in the city of The Colony, TX. Emergency management reported poles from a driving range netting were snapped and blown onto an apartment complex in the city of Carrollton, TX. Emergency management reported a wind gust of 64 MPH at North Central Texas College, Corinth, TX campus. A trained spotter estimated wind gusts to 60 MPH, along with reporting trees down, approximately 1 mile west-southwest of the city of Double Oak, TX. Trained spotters measured a wind gust of 67 MPH approximately 5 miles north of the city of Rhome, TX. A trained spotter estimated a wind gust of 70 MPH approximately 2 miles north-northwest of Haltom City, TX. A trained spotter reported a wind gust of 60 MPH approximately 1 mile south of the city of Coppell, TX. A trained spotter reported a 60 MPH wind gust approximately 4 miles north-northwest of the city of Crowley, TX. Emergency management reported that lightning struck an air conditioning unit at a city museum, causing minor damage to the facility in the city of Frisco, TX. Emergency management reported five power poles were knocked down near College Pkwy and Kirkpatrick in Flower Mound from thunderstorm outflow winds. Other minor damage was reported on the east side of town. Emergency management reported multiple trees and power lines down in the city of Lewisville, TX. The report also mentioned: ||1200 Valley Ridge Blvd - Trees knocked down into the street|1000 N Summit - Large Tree down in the road|SRT SB @ 35 large sign knocked down|1000 W Round Grove Power Lines Down|1200 Cloudy Sky - Tree Down|1300 W Corporate - Power Poles Snapped|700 E 121 Business Car Canopy blown down multiple power poles snapped|400 Crockett - Power Lines Down|1125 Pebblebrook Power Lines Down|243 Teakwood - Tree blocking entrance of the house|350 E Corporate - Multiple trees down."
USW00003927,15,input,2019-06-03 04:00:00,25.933333333333334,False,"The following events were reported: Lightning, Thunderstorm Wind. These occurred near station USW00003927, approximately 24.8255 km away, between 2019-06-09 11:57:00 and 2019-06-09 13:20:00.The events resulted in 0 injuries and 1 fatalities. The events caused property damage valued at 46000.0 and crop damage of 0.0. Episode Narrative: Another complex of storms moved south from Oklahoma into North Texas, producing widespread wind damage from the Dallas-Fort Worth Metroplex southward through a good portion of the region during the afternoon of Sunday June 9. The strong winds resulted in a construction crane collapse in Dallas that killed one person. In addition, an EF-2 tornado occurred in far southern Coryell County. Another complex of storms moved south from Oklahoma into North Texas, producing widespread wind damage from the Dallas-Fort Worth Metroplex southward through a good portion of the region during the afternoon of Sunday June 9. Event Narrative: A woman drowned on Eagle Mountain Lake after the sailboat she was riding in capsized due to thunderstorm winds. A trained spotter reported tree limbs down approximately 4 miles north-northwest of the city of Grand Prairie, TX. A social media report indicated a tree down on a vehicle and a chimney knocked down in the city of Carrollton, TX. The Denton, TX Airport Automated Surface Observation System (ASOS) reported a wind gust of 60 MPH. A trained spotter estimated wind gusts of 60 MPH approximately 2 miles south-southeast of the city of Corinth, TX. A public report indicated tree branches down and a few fences down in the southern part of Denton County. Amateur radio reported damage to the front door of City Hall, along with roof damage across the street, in the city of The Colony, TX. Emergency management reported poles from a driving range netting were snapped and blown onto an apartment complex in the city of Carrollton, TX. Emergency management reported a wind gust of 64 MPH at North Central Texas College, Corinth, TX campus. A trained spotter estimated wind gusts to 60 MPH, along with reporting trees down, approximately 1 mile west-southwest of the city of Double Oak, TX. Trained spotters measured a wind gust of 67 MPH approximately 5 miles north of the city of Rhome, TX. A trained spotter estimated a wind gust of 70 MPH approximately 2 miles north-northwest of Haltom City, TX. A trained spotter reported a wind gust of 60 MPH approximately 1 mile south of the city of Coppell, TX. A trained spotter reported a 60 MPH wind gust approximately 4 miles north-northwest of the city of Crowley, TX. Emergency management reported that lightning struck an air conditioning unit at a city museum, causing minor damage to the facility in the city of Frisco, TX. Emergency management reported five power poles were knocked down near College Pkwy and Kirkpatrick in Flower Mound from thunderstorm outflow winds. Other minor damage was reported on the east side of town. Emergency management reported multiple trees and power lines down in the city of Lewisville, TX. The report also mentioned: ||1200 Valley Ridge Blvd - Trees knocked down into the street|1000 N Summit - Large Tree down in the road|SRT SB @ 35 large sign knocked down|1000 W Round Grove Power Lines Down|1200 Cloudy Sky - Tree Down|1300 W Corporate - Power Poles Snapped|700 E 121 Business Car Canopy blown down multiple power poles snapped|400 Crockett - Power Lines Down|1125 Pebblebrook Power Lines Down|243 Teakwood - Tree blocking entrance of the house|350 E Corporate - Multiple trees down."
USW00003927,15,input,2019-06-03 05:00:00,25.76666666666667,False,"The following events were reported: Lightning, Thunderstorm Wind. These occurred near station USW00003927, approximately 24.8255 km away, between 2019-06-09 11:57:00 and 2019-06-09 13:20:00.The events resulted in 0 injuries and 1 fatalities. The events caused property damage valued at 46000.0 and crop damage of 0.0. Episode Narrative: Another complex of storms moved south from Oklahoma into North Texas, producing widespread wind damage from the Dallas-Fort Worth Metroplex southward through a good portion of the region during the afternoon of Sunday June 9. The strong winds resulted in a construction crane collapse in Dallas that killed one person. In addition, an EF-2 tornado occurred in far southern Coryell County. Another complex of storms moved south from Oklahoma into North Texas, producing widespread wind damage from the Dallas-Fort Worth Metroplex southward through a good portion of the region during the afternoon of Sunday June 9. Event Narrative: A woman drowned on Eagle Mountain Lake after the sailboat she was riding in capsized due to thunderstorm winds. A trained spotter reported tree limbs down approximately 4 miles north-northwest of the city of Grand Prairie, TX. A social media report indicated a tree down on a vehicle and a chimney knocked down in the city of Carrollton, TX. The Denton, TX Airport Automated Surface Observation System (ASOS) reported a wind gust of 60 MPH. A trained spotter estimated wind gusts of 60 MPH approximately 2 miles south-southeast of the city of Corinth, TX. A public report indicated tree branches down and a few fences down in the southern part of Denton County. Amateur radio reported damage to the front door of City Hall, along with roof damage across the street, in the city of The Colony, TX. Emergency management reported poles from a driving range netting were snapped and blown onto an apartment complex in the city of Carrollton, TX. Emergency management reported a wind gust of 64 MPH at North Central Texas College, Corinth, TX campus. A trained spotter estimated wind gusts to 60 MPH, along with reporting trees down, approximately 1 mile west-southwest of the city of Double Oak, TX. Trained spotters measured a wind gust of 67 MPH approximately 5 miles north of the city of Rhome, TX. A trained spotter estimated a wind gust of 70 MPH approximately 2 miles north-northwest of Haltom City, TX. A trained spotter reported a wind gust of 60 MPH approximately 1 mile south of the city of Coppell, TX. A trained spotter reported a 60 MPH wind gust approximately 4 miles north-northwest of the city of Crowley, TX. Emergency management reported that lightning struck an air conditioning unit at a city museum, causing minor damage to the facility in the city of Frisco, TX. Emergency management reported five power poles were knocked down near College Pkwy and Kirkpatrick in Flower Mound from thunderstorm outflow winds. Other minor damage was reported on the east side of town. Emergency management reported multiple trees and power lines down in the city of Lewisville, TX. The report also mentioned: ||1200 Valley Ridge Blvd - Trees knocked down into the street|1000 N Summit - Large Tree down in the road|SRT SB @ 35 large sign knocked down|1000 W Round Grove Power Lines Down|1200 Cloudy Sky - Tree Down|1300 W Corporate - Power Poles Snapped|700 E 121 Business Car Canopy blown down multiple power poles snapped|400 Crockett - Power Lines Down|1125 Pebblebrook Power Lines Down|243 Teakwood - Tree blocking entrance of the house|350 E Corporate - Multiple trees down."
USW00003927,15,input,2019-06-03 06:00:00,25.6,False,"The following events were reported: Lightning, Thunderstorm Wind. These occurred near station USW00003927, approximately 24.8255 km away, between 2019-06-09 11:57:00 and 2019-06-09 13:20:00.The events resulted in 0 injuries and 1 fatalities. The events caused property damage valued at 46000.0 and crop damage of 0.0. Episode Narrative: Another complex of storms moved south from Oklahoma into North Texas, producing widespread wind damage from the Dallas-Fort Worth Metroplex southward through a good portion of the region during the afternoon of Sunday June 9. The strong winds resulted in a construction crane collapse in Dallas that killed one person. In addition, an EF-2 tornado occurred in far southern Coryell County. Another complex of storms moved south from Oklahoma into North Texas, producing widespread wind damage from the Dallas-Fort Worth Metroplex southward through a good portion of the region during the afternoon of Sunday June 9. Event Narrative: A woman drowned on Eagle Mountain Lake after the sailboat she was riding in capsized due to thunderstorm winds. A trained spotter reported tree limbs down approximately 4 miles north-northwest of the city of Grand Prairie, TX. A social media report indicated a tree down on a vehicle and a chimney knocked down in the city of Carrollton, TX. The Denton, TX Airport Automated Surface Observation System (ASOS) reported a wind gust of 60 MPH. A trained spotter estimated wind gusts of 60 MPH approximately 2 miles south-southeast of the city of Corinth, TX. A public report indicated tree branches down and a few fences down in the southern part of Denton County. Amateur radio reported damage to the front door of City Hall, along with roof damage across the street, in the city of The Colony, TX. Emergency management reported poles from a driving range netting were snapped and blown onto an apartment complex in the city of Carrollton, TX. Emergency management reported a wind gust of 64 MPH at North Central Texas College, Corinth, TX campus. A trained spotter estimated wind gusts to 60 MPH, along with reporting trees down, approximately 1 mile west-southwest of the city of Double Oak, TX. Trained spotters measured a wind gust of 67 MPH approximately 5 miles north of the city of Rhome, TX. A trained spotter estimated a wind gust of 70 MPH approximately 2 miles north-northwest of Haltom City, TX. A trained spotter reported a wind gust of 60 MPH approximately 1 mile south of the city of Coppell, TX. A trained spotter reported a 60 MPH wind gust approximately 4 miles north-northwest of the city of Crowley, TX. Emergency management reported that lightning struck an air conditioning unit at a city museum, causing minor damage to the facility in the city of Frisco, TX. Emergency management reported five power poles were knocked down near College Pkwy and Kirkpatrick in Flower Mound from thunderstorm outflow winds. Other minor damage was reported on the east side of town. Emergency management reported multiple trees and power lines down in the city of Lewisville, TX. The report also mentioned: ||1200 Valley Ridge Blvd - Trees knocked down into the street|1000 N Summit - Large Tree down in the road|SRT SB @ 35 large sign knocked down|1000 W Round Grove Power Lines Down|1200 Cloudy Sky - Tree Down|1300 W Corporate - Power Poles Snapped|700 E 121 Business Car Canopy blown down multiple power poles snapped|400 Crockett - Power Lines Down|1125 Pebblebrook Power Lines Down|243 Teakwood - Tree blocking entrance of the house|350 E Corporate - Multiple trees down."
USW00003927,15,input,2019-06-03 07:00:00,24.833333333333336,False,"The following events were reported: Lightning, Thunderstorm Wind. These occurred near station USW00003927, approximately 24.8255 km away, between 2019-06-09 11:57:00 and 2019-06-09 13:20:00.The events resulted in 0 injuries and 1 fatalities. The events caused property damage valued at 46000.0 and crop damage of 0.0. Episode Narrative: Another complex of storms moved south from Oklahoma into North Texas, producing widespread wind damage from the Dallas-Fort Worth Metroplex southward through a good portion of the region during the afternoon of Sunday June 9. The strong winds resulted in a construction crane collapse in Dallas that killed one person. In addition, an EF-2 tornado occurred in far southern Coryell County. Another complex of storms moved south from Oklahoma into North Texas, producing widespread wind damage from the Dallas-Fort Worth Metroplex southward through a good portion of the region during the afternoon of Sunday June 9. Event Narrative: A woman drowned on Eagle Mountain Lake after the sailboat she was riding in capsized due to thunderstorm winds. A trained spotter reported tree limbs down approximately 4 miles north-northwest of the city of Grand Prairie, TX. A social media report indicated a tree down on a vehicle and a chimney knocked down in the city of Carrollton, TX. The Denton, TX Airport Automated Surface Observation System (ASOS) reported a wind gust of 60 MPH. A trained spotter estimated wind gusts of 60 MPH approximately 2 miles south-southeast of the city of Corinth, TX. A public report indicated tree branches down and a few fences down in the southern part of Denton County. Amateur radio reported damage to the front door of City Hall, along with roof damage across the street, in the city of The Colony, TX. Emergency management reported poles from a driving range netting were snapped and blown onto an apartment complex in the city of Carrollton, TX. Emergency management reported a wind gust of 64 MPH at North Central Texas College, Corinth, TX campus. A trained spotter estimated wind gusts to 60 MPH, along with reporting trees down, approximately 1 mile west-southwest of the city of Double Oak, TX. Trained spotters measured a wind gust of 67 MPH approximately 5 miles north of the city of Rhome, TX. A trained spotter estimated a wind gust of 70 MPH approximately 2 miles north-northwest of Haltom City, TX. A trained spotter reported a wind gust of 60 MPH approximately 1 mile south of the city of Coppell, TX. A trained spotter reported a 60 MPH wind gust approximately 4 miles north-northwest of the city of Crowley, TX. Emergency management reported that lightning struck an air conditioning unit at a city museum, causing minor damage to the facility in the city of Frisco, TX. Emergency management reported five power poles were knocked down near College Pkwy and Kirkpatrick in Flower Mound from thunderstorm outflow winds. Other minor damage was reported on the east side of town. Emergency management reported multiple trees and power lines down in the city of Lewisville, TX. The report also mentioned: ||1200 Valley Ridge Blvd - Trees knocked down into the street|1000 N Summit - Large Tree down in the road|SRT SB @ 35 large sign knocked down|1000 W Round Grove Power Lines Down|1200 Cloudy Sky - Tree Down|1300 W Corporate - Power Poles Snapped|700 E 121 Business Car Canopy blown down multiple power poles snapped|400 Crockett - Power Lines Down|1125 Pebblebrook Power Lines Down|243 Teakwood - Tree blocking entrance of the house|350 E Corporate - Multiple trees down."
USW00003927,15,input,2019-06-03 08:00:00,24.066666666666666,False,"The following events were reported: Lightning, Thunderstorm Wind. These occurred near station USW00003927, approximately 24.8255 km away, between 2019-06-09 11:57:00 and 2019-06-09 13:20:00.The events resulted in 0 injuries and 1 fatalities. The events caused property damage valued at 46000.0 and crop damage of 0.0. Episode Narrative: Another complex of storms moved south from Oklahoma into North Texas, producing widespread wind damage from the Dallas-Fort Worth Metroplex southward through a good portion of the region during the afternoon of Sunday June 9. The strong winds resulted in a construction crane collapse in Dallas that killed one person. In addition, an EF-2 tornado occurred in far southern Coryell County. Another complex of storms moved south from Oklahoma into North Texas, producing widespread wind damage from the Dallas-Fort Worth Metroplex southward through a good portion of the region during the afternoon of Sunday June 9. Event Narrative: A woman drowned on Eagle Mountain Lake after the sailboat she was riding in capsized due to thunderstorm winds. A trained spotter reported tree limbs down approximately 4 miles north-northwest of the city of Grand Prairie, TX. A social media report indicated a tree down on a vehicle and a chimney knocked down in the city of Carrollton, TX. The Denton, TX Airport Automated Surface Observation System (ASOS) reported a wind gust of 60 MPH. A trained spotter estimated wind gusts of 60 MPH approximately 2 miles south-southeast of the city of Corinth, TX. A public report indicated tree branches down and a few fences down in the southern part of Denton County. Amateur radio reported damage to the front door of City Hall, along with roof damage across the street, in the city of The Colony, TX. Emergency management reported poles from a driving range netting were snapped and blown onto an apartment complex in the city of Carrollton, TX. Emergency management reported a wind gust of 64 MPH at North Central Texas College, Corinth, TX campus. A trained spotter estimated wind gusts to 60 MPH, along with reporting trees down, approximately 1 mile west-southwest of the city of Double Oak, TX. Trained spotters measured a wind gust of 67 MPH approximately 5 miles north of the city of Rhome, TX. A trained spotter estimated a wind gust of 70 MPH approximately 2 miles north-northwest of Haltom City, TX. A trained spotter reported a wind gust of 60 MPH approximately 1 mile south of the city of Coppell, TX. A trained spotter reported a 60 MPH wind gust approximately 4 miles north-northwest of the city of Crowley, TX. Emergency management reported that lightning struck an air conditioning unit at a city museum, causing minor damage to the facility in the city of Frisco, TX. Emergency management reported five power poles were knocked down near College Pkwy and Kirkpatrick in Flower Mound from thunderstorm outflow winds. Other minor damage was reported on the east side of town. Emergency management reported multiple trees and power lines down in the city of Lewisville, TX. The report also mentioned: ||1200 Valley Ridge Blvd - Trees knocked down into the street|1000 N Summit - Large Tree down in the road|SRT SB @ 35 large sign knocked down|1000 W Round Grove Power Lines Down|1200 Cloudy Sky - Tree Down|1300 W Corporate - Power Poles Snapped|700 E 121 Business Car Canopy blown down multiple power poles snapped|400 Crockett - Power Lines Down|1125 Pebblebrook Power Lines Down|243 Teakwood - Tree blocking entrance of the house|350 E Corporate - Multiple trees down."
USW00003927,15,input,2019-06-03 09:00:00,23.3,False,"The following events were reported: Lightning, Thunderstorm Wind. These occurred near station USW00003927, approximately 24.8255 km away, between 2019-06-09 11:57:00 and 2019-06-09 13:20:00.The events resulted in 0 injuries and 1 fatalities. The events caused property damage valued at 46000.0 and crop damage of 0.0. Episode Narrative: Another complex of storms moved south from Oklahoma into North Texas, producing widespread wind damage from the Dallas-Fort Worth Metroplex southward through a good portion of the region during the afternoon of Sunday June 9. The strong winds resulted in a construction crane collapse in Dallas that killed one person. In addition, an EF-2 tornado occurred in far southern Coryell County. Another complex of storms moved south from Oklahoma into North Texas, producing widespread wind damage from the Dallas-Fort Worth Metroplex southward through a good portion of the region during the afternoon of Sunday June 9. Event Narrative: A woman drowned on Eagle Mountain Lake after the sailboat she was riding in capsized due to thunderstorm winds. A trained spotter reported tree limbs down approximately 4 miles north-northwest of the city of Grand Prairie, TX. A social media report indicated a tree down on a vehicle and a chimney knocked down in the city of Carrollton, TX. The Denton, TX Airport Automated Surface Observation System (ASOS) reported a wind gust of 60 MPH. A trained spotter estimated wind gusts of 60 MPH approximately 2 miles south-southeast of the city of Corinth, TX. A public report indicated tree branches down and a few fences down in the southern part of Denton County. Amateur radio reported damage to the front door of City Hall, along with roof damage across the street, in the city of The Colony, TX. Emergency management reported poles from a driving range netting were snapped and blown onto an apartment complex in the city of Carrollton, TX. Emergency management reported a wind gust of 64 MPH at North Central Texas College, Corinth, TX campus. A trained spotter estimated wind gusts to 60 MPH, along with reporting trees down, approximately 1 mile west-southwest of the city of Double Oak, TX. Trained spotters measured a wind gust of 67 MPH approximately 5 miles north of the city of Rhome, TX. A trained spotter estimated a wind gust of 70 MPH approximately 2 miles north-northwest of Haltom City, TX. A trained spotter reported a wind gust of 60 MPH approximately 1 mile south of the city of Coppell, TX. A trained spotter reported a 60 MPH wind gust approximately 4 miles north-northwest of the city of Crowley, TX. Emergency management reported that lightning struck an air conditioning unit at a city museum, causing minor damage to the facility in the city of Frisco, TX. Emergency management reported five power poles were knocked down near College Pkwy and Kirkpatrick in Flower Mound from thunderstorm outflow winds. Other minor damage was reported on the east side of town. Emergency management reported multiple trees and power lines down in the city of Lewisville, TX. The report also mentioned: ||1200 Valley Ridge Blvd - Trees knocked down into the street|1000 N Summit - Large Tree down in the road|SRT SB @ 35 large sign knocked down|1000 W Round Grove Power Lines Down|1200 Cloudy Sky - Tree Down|1300 W Corporate - Power Poles Snapped|700 E 121 Business Car Canopy blown down multiple power poles snapped|400 Crockett - Power Lines Down|1125 Pebblebrook Power Lines Down|243 Teakwood - Tree blocking entrance of the house|350 E Corporate - Multiple trees down."
