station,sample,split,timestamp,value,hasrain,text
USW00012839,7,input,2017-01-17 00:00:00,24.4,False,"The following events were reported: Thunderstorm Wind, Tornado. These occurred near station USW00012839, approximately 17.6095 km away, between 2017-01-23 03:10:00 and 2017-01-23 04:20:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida. A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. Event Narrative: Multiple trees were blown over by thunderstorm wind at Bill Baggs Cape Florida State Park. Downed power lines along with gates and mailboxes blown down near NW 118th street and NW 5th avenue reported via twitter. A tractor trailer was overturned near NW 50th Street and 74th avenue in Miami-Dade reported by news media. A tornado touched down just west of the Palmetto Expressway in the Doral Gardens complex near NW 79th Avenue and NW 48th Street, causing minor roof damage to an apartment building. The tornado then moved ENE and touched back down on the east side of the Palmetto Expressway in a warehouse district from NW 50th Street to NW 52nd Street between NW 74th and 69th avenues. In this area, EF-0 to borderline EF-1 damage (75-85 mph winds) was noted. A tractor trailer was overturned, at least 2 dozen empty cargo containers were moved, and minor roof damage occurred to an office building. ||The tornado then moved NE and crossed into Miami Springs. Primarily impacted was the Bird District between Shadow and Ludlum Avenues and Falcon and Dove Avenues. The worst damage was on the 1100 block of Falcon, Plover and Wren consisting of loss of roof covering material and downed trees. Winds were likely in the EF-1 range (90-95 mph) in this area. Damage was observed along a NE path along the remainder of the Miami Springs portion of the path, with most of the damage east of Hammond Drive to Okeechobee Road consisting of downed power lines and trees (EF-0). ||After crossing Okeechobee Road, the tornado entered the City of Hialeah and caused damage to the area from Red Road to W 2nd Avenue between West 10th and 13th streets. Four two-story apartment buildings sustained roof damage of EF-1 intensity (up to 95 mph). The tornado passed very close to a water plant, but no damage was noted there. The tornado lifted near W 2nd Avenue and W 13th Street. A total of 13 families were left homeless in Hialeah and required Red Cross assistance.||No damage estimated were received. Several large tree branches down in Shark Valley National Park."
USW00012839,7,input,2017-01-17 01:00:00,24.23333333333333,False,"The following events were reported: Thunderstorm Wind, Tornado. These occurred near station USW00012839, approximately 17.6095 km away, between 2017-01-23 03:10:00 and 2017-01-23 04:20:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida. A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. Event Narrative: Multiple trees were blown over by thunderstorm wind at Bill Baggs Cape Florida State Park. Downed power lines along with gates and mailboxes blown down near NW 118th street and NW 5th avenue reported via twitter. A tractor trailer was overturned near NW 50th Street and 74th avenue in Miami-Dade reported by news media. A tornado touched down just west of the Palmetto Expressway in the Doral Gardens complex near NW 79th Avenue and NW 48th Street, causing minor roof damage to an apartment building. The tornado then moved ENE and touched back down on the east side of the Palmetto Expressway in a warehouse district from NW 50th Street to NW 52nd Street between NW 74th and 69th avenues. In this area, EF-0 to borderline EF-1 damage (75-85 mph winds) was noted. A tractor trailer was overturned, at least 2 dozen empty cargo containers were moved, and minor roof damage occurred to an office building. ||The tornado then moved NE and crossed into Miami Springs. Primarily impacted was the Bird District between Shadow and Ludlum Avenues and Falcon and Dove Avenues. The worst damage was on the 1100 block of Falcon, Plover and Wren consisting of loss of roof covering material and downed trees. Winds were likely in the EF-1 range (90-95 mph) in this area. Damage was observed along a NE path along the remainder of the Miami Springs portion of the path, with most of the damage east of Hammond Drive to Okeechobee Road consisting of downed power lines and trees (EF-0). ||After crossing Okeechobee Road, the tornado entered the City of Hialeah and caused damage to the area from Red Road to W 2nd Avenue between West 10th and 13th streets. Four two-story apartment buildings sustained roof damage of EF-1 intensity (up to 95 mph). The tornado passed very close to a water plant, but no damage was noted there. The tornado lifted near W 2nd Avenue and W 13th Street. A total of 13 families were left homeless in Hialeah and required Red Cross assistance.||No damage estimated were received. Several large tree branches down in Shark Valley National Park."
USW00012839,7,input,2017-01-17 02:00:00,24.066666666666666,False,"The following events were reported: Thunderstorm Wind, Tornado. These occurred near station USW00012839, approximately 17.6095 km away, between 2017-01-23 03:10:00 and 2017-01-23 04:20:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida. A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. Event Narrative: Multiple trees were blown over by thunderstorm wind at Bill Baggs Cape Florida State Park. Downed power lines along with gates and mailboxes blown down near NW 118th street and NW 5th avenue reported via twitter. A tractor trailer was overturned near NW 50th Street and 74th avenue in Miami-Dade reported by news media. A tornado touched down just west of the Palmetto Expressway in the Doral Gardens complex near NW 79th Avenue and NW 48th Street, causing minor roof damage to an apartment building. The tornado then moved ENE and touched back down on the east side of the Palmetto Expressway in a warehouse district from NW 50th Street to NW 52nd Street between NW 74th and 69th avenues. In this area, EF-0 to borderline EF-1 damage (75-85 mph winds) was noted. A tractor trailer was overturned, at least 2 dozen empty cargo containers were moved, and minor roof damage occurred to an office building. ||The tornado then moved NE and crossed into Miami Springs. Primarily impacted was the Bird District between Shadow and Ludlum Avenues and Falcon and Dove Avenues. The worst damage was on the 1100 block of Falcon, Plover and Wren consisting of loss of roof covering material and downed trees. Winds were likely in the EF-1 range (90-95 mph) in this area. Damage was observed along a NE path along the remainder of the Miami Springs portion of the path, with most of the damage east of Hammond Drive to Okeechobee Road consisting of downed power lines and trees (EF-0). ||After crossing Okeechobee Road, the tornado entered the City of Hialeah and caused damage to the area from Red Road to W 2nd Avenue between West 10th and 13th streets. Four two-story apartment buildings sustained roof damage of EF-1 intensity (up to 95 mph). The tornado passed very close to a water plant, but no damage was noted there. The tornado lifted near W 2nd Avenue and W 13th Street. A total of 13 families were left homeless in Hialeah and required Red Cross assistance.||No damage estimated were received. Several large tree branches down in Shark Valley National Park."
USW00012839,7,input,2017-01-17 03:00:00,23.9,False,"The following events were reported: Thunderstorm Wind, Tornado. These occurred near station USW00012839, approximately 17.6095 km away, between 2017-01-23 03:10:00 and 2017-01-23 04:20:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida. A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. Event Narrative: Multiple trees were blown over by thunderstorm wind at Bill Baggs Cape Florida State Park. Downed power lines along with gates and mailboxes blown down near NW 118th street and NW 5th avenue reported via twitter. A tractor trailer was overturned near NW 50th Street and 74th avenue in Miami-Dade reported by news media. A tornado touched down just west of the Palmetto Expressway in the Doral Gardens complex near NW 79th Avenue and NW 48th Street, causing minor roof damage to an apartment building. The tornado then moved ENE and touched back down on the east side of the Palmetto Expressway in a warehouse district from NW 50th Street to NW 52nd Street between NW 74th and 69th avenues. In this area, EF-0 to borderline EF-1 damage (75-85 mph winds) was noted. A tractor trailer was overturned, at least 2 dozen empty cargo containers were moved, and minor roof damage occurred to an office building. ||The tornado then moved NE and crossed into Miami Springs. Primarily impacted was the Bird District between Shadow and Ludlum Avenues and Falcon and Dove Avenues. The worst damage was on the 1100 block of Falcon, Plover and Wren consisting of loss of roof covering material and downed trees. Winds were likely in the EF-1 range (90-95 mph) in this area. Damage was observed along a NE path along the remainder of the Miami Springs portion of the path, with most of the damage east of Hammond Drive to Okeechobee Road consisting of downed power lines and trees (EF-0). ||After crossing Okeechobee Road, the tornado entered the City of Hialeah and caused damage to the area from Red Road to W 2nd Avenue between West 10th and 13th streets. Four two-story apartment buildings sustained roof damage of EF-1 intensity (up to 95 mph). The tornado passed very close to a water plant, but no damage was noted there. The tornado lifted near W 2nd Avenue and W 13th Street. A total of 13 families were left homeless in Hialeah and required Red Cross assistance.||No damage estimated were received. Several large tree branches down in Shark Valley National Park."
USW00012839,7,input,2017-01-17 04:00:00,23.7,False,"The following events were reported: Thunderstorm Wind, Tornado. These occurred near station USW00012839, approximately 17.6095 km away, between 2017-01-23 03:10:00 and 2017-01-23 04:20:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida. A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. Event Narrative: Multiple trees were blown over by thunderstorm wind at Bill Baggs Cape Florida State Park. Downed power lines along with gates and mailboxes blown down near NW 118th street and NW 5th avenue reported via twitter. A tractor trailer was overturned near NW 50th Street and 74th avenue in Miami-Dade reported by news media. A tornado touched down just west of the Palmetto Expressway in the Doral Gardens complex near NW 79th Avenue and NW 48th Street, causing minor roof damage to an apartment building. The tornado then moved ENE and touched back down on the east side of the Palmetto Expressway in a warehouse district from NW 50th Street to NW 52nd Street between NW 74th and 69th avenues. In this area, EF-0 to borderline EF-1 damage (75-85 mph winds) was noted. A tractor trailer was overturned, at least 2 dozen empty cargo containers were moved, and minor roof damage occurred to an office building. ||The tornado then moved NE and crossed into Miami Springs. Primarily impacted was the Bird District between Shadow and Ludlum Avenues and Falcon and Dove Avenues. The worst damage was on the 1100 block of Falcon, Plover and Wren consisting of loss of roof covering material and downed trees. Winds were likely in the EF-1 range (90-95 mph) in this area. Damage was observed along a NE path along the remainder of the Miami Springs portion of the path, with most of the damage east of Hammond Drive to Okeechobee Road consisting of downed power lines and trees (EF-0). ||After crossing Okeechobee Road, the tornado entered the City of Hialeah and caused damage to the area from Red Road to W 2nd Avenue between West 10th and 13th streets. Four two-story apartment buildings sustained roof damage of EF-1 intensity (up to 95 mph). The tornado passed very close to a water plant, but no damage was noted there. The tornado lifted near W 2nd Avenue and W 13th Street. A total of 13 families were left homeless in Hialeah and required Red Cross assistance.||No damage estimated were received. Several large tree branches down in Shark Valley National Park."
USW00012839,7,input,2017-01-17 05:00:00,23.5,False,"The following events were reported: Thunderstorm Wind, Tornado. These occurred near station USW00012839, approximately 17.6095 km away, between 2017-01-23 03:10:00 and 2017-01-23 04:20:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida. A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. Event Narrative: Multiple trees were blown over by thunderstorm wind at Bill Baggs Cape Florida State Park. Downed power lines along with gates and mailboxes blown down near NW 118th street and NW 5th avenue reported via twitter. A tractor trailer was overturned near NW 50th Street and 74th avenue in Miami-Dade reported by news media. A tornado touched down just west of the Palmetto Expressway in the Doral Gardens complex near NW 79th Avenue and NW 48th Street, causing minor roof damage to an apartment building. The tornado then moved ENE and touched back down on the east side of the Palmetto Expressway in a warehouse district from NW 50th Street to NW 52nd Street between NW 74th and 69th avenues. In this area, EF-0 to borderline EF-1 damage (75-85 mph winds) was noted. A tractor trailer was overturned, at least 2 dozen empty cargo containers were moved, and minor roof damage occurred to an office building. ||The tornado then moved NE and crossed into Miami Springs. Primarily impacted was the Bird District between Shadow and Ludlum Avenues and Falcon and Dove Avenues. The worst damage was on the 1100 block of Falcon, Plover and Wren consisting of loss of roof covering material and downed trees. Winds were likely in the EF-1 range (90-95 mph) in this area. Damage was observed along a NE path along the remainder of the Miami Springs portion of the path, with most of the damage east of Hammond Drive to Okeechobee Road consisting of downed power lines and trees (EF-0). ||After crossing Okeechobee Road, the tornado entered the City of Hialeah and caused damage to the area from Red Road to W 2nd Avenue between West 10th and 13th streets. Four two-story apartment buildings sustained roof damage of EF-1 intensity (up to 95 mph). The tornado passed very close to a water plant, but no damage was noted there. The tornado lifted near W 2nd Avenue and W 13th Street. A total of 13 families were left homeless in Hialeah and required Red Cross assistance.||No damage estimated were received. Several large tree branches down in Shark Valley National Park."
USW00012839,7,input,2017-01-17 06:00:00,23.3,False,"The following events were reported: Thunderstorm Wind, Tornado. These occurred near station USW00012839, approximately 17.6095 km away, between 2017-01-23 03:10:00 and 2017-01-23 04:20:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida. A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. Event Narrative: Multiple trees were blown over by thunderstorm wind at Bill Baggs Cape Florida State Park. Downed power lines along with gates and mailboxes blown down near NW 118th street and NW 5th avenue reported via twitter. A tractor trailer was overturned near NW 50th Street and 74th avenue in Miami-Dade reported by news media. A tornado touched down just west of the Palmetto Expressway in the Doral Gardens complex near NW 79th Avenue and NW 48th Street, causing minor roof damage to an apartment building. The tornado then moved ENE and touched back down on the east side of the Palmetto Expressway in a warehouse district from NW 50th Street to NW 52nd Street between NW 74th and 69th avenues. In this area, EF-0 to borderline EF-1 damage (75-85 mph winds) was noted. A tractor trailer was overturned, at least 2 dozen empty cargo containers were moved, and minor roof damage occurred to an office building. ||The tornado then moved NE and crossed into Miami Springs. Primarily impacted was the Bird District between Shadow and Ludlum Avenues and Falcon and Dove Avenues. The worst damage was on the 1100 block of Falcon, Plover and Wren consisting of loss of roof covering material and downed trees. Winds were likely in the EF-1 range (90-95 mph) in this area. Damage was observed along a NE path along the remainder of the Miami Springs portion of the path, with most of the damage east of Hammond Drive to Okeechobee Road consisting of downed power lines and trees (EF-0). ||After crossing Okeechobee Road, the tornado entered the City of Hialeah and caused damage to the area from Red Road to W 2nd Avenue between West 10th and 13th streets. Four two-story apartment buildings sustained roof damage of EF-1 intensity (up to 95 mph). The tornado passed very close to a water plant, but no damage was noted there. The tornado lifted near W 2nd Avenue and W 13th Street. A total of 13 families were left homeless in Hialeah and required Red Cross assistance.||No damage estimated were received. Several large tree branches down in Shark Valley National Park."
USW00012839,7,input,2017-01-17 07:00:00,23.133333333333333,False,"The following events were reported: Thunderstorm Wind, Tornado. These occurred near station USW00012839, approximately 17.6095 km away, between 2017-01-23 03:10:00 and 2017-01-23 04:20:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida. A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. Event Narrative: Multiple trees were blown over by thunderstorm wind at Bill Baggs Cape Florida State Park. Downed power lines along with gates and mailboxes blown down near NW 118th street and NW 5th avenue reported via twitter. A tractor trailer was overturned near NW 50th Street and 74th avenue in Miami-Dade reported by news media. A tornado touched down just west of the Palmetto Expressway in the Doral Gardens complex near NW 79th Avenue and NW 48th Street, causing minor roof damage to an apartment building. The tornado then moved ENE and touched back down on the east side of the Palmetto Expressway in a warehouse district from NW 50th Street to NW 52nd Street between NW 74th and 69th avenues. In this area, EF-0 to borderline EF-1 damage (75-85 mph winds) was noted. A tractor trailer was overturned, at least 2 dozen empty cargo containers were moved, and minor roof damage occurred to an office building. ||The tornado then moved NE and crossed into Miami Springs. Primarily impacted was the Bird District between Shadow and Ludlum Avenues and Falcon and Dove Avenues. The worst damage was on the 1100 block of Falcon, Plover and Wren consisting of loss of roof covering material and downed trees. Winds were likely in the EF-1 range (90-95 mph) in this area. Damage was observed along a NE path along the remainder of the Miami Springs portion of the path, with most of the damage east of Hammond Drive to Okeechobee Road consisting of downed power lines and trees (EF-0). ||After crossing Okeechobee Road, the tornado entered the City of Hialeah and caused damage to the area from Red Road to W 2nd Avenue between West 10th and 13th streets. Four two-story apartment buildings sustained roof damage of EF-1 intensity (up to 95 mph). The tornado passed very close to a water plant, but no damage was noted there. The tornado lifted near W 2nd Avenue and W 13th Street. A total of 13 families were left homeless in Hialeah and required Red Cross assistance.||No damage estimated were received. Several large tree branches down in Shark Valley National Park."
USW00012839,7,input,2017-01-17 08:00:00,22.96666666666667,False,"The following events were reported: Thunderstorm Wind, Tornado. These occurred near station USW00012839, approximately 17.6095 km away, between 2017-01-23 03:10:00 and 2017-01-23 04:20:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida. A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. Event Narrative: Multiple trees were blown over by thunderstorm wind at Bill Baggs Cape Florida State Park. Downed power lines along with gates and mailboxes blown down near NW 118th street and NW 5th avenue reported via twitter. A tractor trailer was overturned near NW 50th Street and 74th avenue in Miami-Dade reported by news media. A tornado touched down just west of the Palmetto Expressway in the Doral Gardens complex near NW 79th Avenue and NW 48th Street, causing minor roof damage to an apartment building. The tornado then moved ENE and touched back down on the east side of the Palmetto Expressway in a warehouse district from NW 50th Street to NW 52nd Street between NW 74th and 69th avenues. In this area, EF-0 to borderline EF-1 damage (75-85 mph winds) was noted. A tractor trailer was overturned, at least 2 dozen empty cargo containers were moved, and minor roof damage occurred to an office building. ||The tornado then moved NE and crossed into Miami Springs. Primarily impacted was the Bird District between Shadow and Ludlum Avenues and Falcon and Dove Avenues. The worst damage was on the 1100 block of Falcon, Plover and Wren consisting of loss of roof covering material and downed trees. Winds were likely in the EF-1 range (90-95 mph) in this area. Damage was observed along a NE path along the remainder of the Miami Springs portion of the path, with most of the damage east of Hammond Drive to Okeechobee Road consisting of downed power lines and trees (EF-0). ||After crossing Okeechobee Road, the tornado entered the City of Hialeah and caused damage to the area from Red Road to W 2nd Avenue between West 10th and 13th streets. Four two-story apartment buildings sustained roof damage of EF-1 intensity (up to 95 mph). The tornado passed very close to a water plant, but no damage was noted there. The tornado lifted near W 2nd Avenue and W 13th Street. A total of 13 families were left homeless in Hialeah and required Red Cross assistance.||No damage estimated were received. Several large tree branches down in Shark Valley National Park."
USW00012839,7,input,2017-01-17 09:00:00,22.8,False,"The following events were reported: Thunderstorm Wind, Tornado. These occurred near station USW00012839, approximately 17.6095 km away, between 2017-01-23 03:10:00 and 2017-01-23 04:20:00.Thankfully, no injuries or fatalities were reported. No significant property or crop damage was reported. Episode Narrative: A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. The line produced tornadoes in Palm Beach and Miami-Dade counties. In addition to the tornadoes, straight line wind gusts of 60 mph or greater occurred in Broward and Miami-Dade counties. An estimated 40,000 to 50,000 customers lost power in South Florida. A strong squall line intensified well ahead of a cold front over the eastern Gulf of Mexico during the early morning hours of January 23rd. Event Narrative: Multiple trees were blown over by thunderstorm wind at Bill Baggs Cape Florida State Park. Downed power lines along with gates and mailboxes blown down near NW 118th street and NW 5th avenue reported via twitter. A tractor trailer was overturned near NW 50th Street and 74th avenue in Miami-Dade reported by news media. A tornado touched down just west of the Palmetto Expressway in the Doral Gardens complex near NW 79th Avenue and NW 48th Street, causing minor roof damage to an apartment building. The tornado then moved ENE and touched back down on the east side of the Palmetto Expressway in a warehouse district from NW 50th Street to NW 52nd Street between NW 74th and 69th avenues. In this area, EF-0 to borderline EF-1 damage (75-85 mph winds) was noted. A tractor trailer was overturned, at least 2 dozen empty cargo containers were moved, and minor roof damage occurred to an office building. ||The tornado then moved NE and crossed into Miami Springs. Primarily impacted was the Bird District between Shadow and Ludlum Avenues and Falcon and Dove Avenues. The worst damage was on the 1100 block of Falcon, Plover and Wren consisting of loss of roof covering material and downed trees. Winds were likely in the EF-1 range (90-95 mph) in this area. Damage was observed along a NE path along the remainder of the Miami Springs portion of the path, with most of the damage east of Hammond Drive to Okeechobee Road consisting of downed power lines and trees (EF-0). ||After crossing Okeechobee Road, the tornado entered the City of Hialeah and caused damage to the area from Red Road to W 2nd Avenue between West 10th and 13th streets. Four two-story apartment buildings sustained roof damage of EF-1 intensity (up to 95 mph). The tornado passed very close to a water plant, but no damage was noted there. The tornado lifted near W 2nd Avenue and W 13th Street. A total of 13 families were left homeless in Hialeah and required Red Cross assistance.||No damage estimated were received. Several large tree branches down in Shark Valley National Park."
