station,sample,split,timestamp,value,hasrain,text
USW00003017,32,input,2014-09-23 00:00:00,22.8,False,"The following events were reported: Hail, Thunderstorm Wind. These occurred near station USW00003017, approximately 29.6052 km away, between 2014-09-29 13:20:00 and 2014-09-29 14:30:00. The events included records with hailstones measuring 6.51 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 213300000.0 and crop damage of 0.0. Episode Narrative: A storm system that moved through the area produced large hail, up to golfball size, and street flooding in parts of the metro area then spread east into the plains. The hailstorm was the most costly of the summer season with with insured losses topping $213.3 million, according to the Rocky Mountain Insurance Information Association.|Insurance claims included 29,297 automobile claims worth more than $87.2 million and 14,287 property claims for $126 million, ranking the storm as the eighth most expensive to hit the state. The storm also caused multiple accidents. A semi became detached from a trailer, blocking traffic on westbound Interstate 70 west of Tower Road. Downed power poles blocked a roadway on CO 79 near Bennett, at mile marker 10. In addition to the damaging winds, the storms produced large hail, from nickel to golfball size. The intense thunderstorm winds also downed trees near Fort Morgan. Flash flooding was reported over parts of northern Washington County. The combination of flash flooding and an accident involving a semi-trailer forced the closure of CO 61 for a several hours. A storm system that moved through the area produced large hail, up to golfball size, and street flooding in parts of the metro area then spread east into the plains. Event Narrative:       Thunderstorm winds downed power poles along CO 79."
USW00003017,32,input,2014-09-23 01:00:00,20.2,False,"The following events were reported: Hail, Thunderstorm Wind. These occurred near station USW00003017, approximately 29.6052 km away, between 2014-09-29 13:20:00 and 2014-09-29 14:30:00. The events included records with hailstones measuring 6.51 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 213300000.0 and crop damage of 0.0. Episode Narrative: A storm system that moved through the area produced large hail, up to golfball size, and street flooding in parts of the metro area then spread east into the plains. The hailstorm was the most costly of the summer season with with insured losses topping $213.3 million, according to the Rocky Mountain Insurance Information Association.|Insurance claims included 29,297 automobile claims worth more than $87.2 million and 14,287 property claims for $126 million, ranking the storm as the eighth most expensive to hit the state. The storm also caused multiple accidents. A semi became detached from a trailer, blocking traffic on westbound Interstate 70 west of Tower Road. Downed power poles blocked a roadway on CO 79 near Bennett, at mile marker 10. In addition to the damaging winds, the storms produced large hail, from nickel to golfball size. The intense thunderstorm winds also downed trees near Fort Morgan. Flash flooding was reported over parts of northern Washington County. The combination of flash flooding and an accident involving a semi-trailer forced the closure of CO 61 for a several hours. A storm system that moved through the area produced large hail, up to golfball size, and street flooding in parts of the metro area then spread east into the plains. Event Narrative:       Thunderstorm winds downed power poles along CO 79."
USW00003017,32,input,2014-09-23 02:00:00,17.6,False,"The following events were reported: Hail, Thunderstorm Wind. These occurred near station USW00003017, approximately 29.6052 km away, between 2014-09-29 13:20:00 and 2014-09-29 14:30:00. The events included records with hailstones measuring 6.51 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 213300000.0 and crop damage of 0.0. Episode Narrative: A storm system that moved through the area produced large hail, up to golfball size, and street flooding in parts of the metro area then spread east into the plains. The hailstorm was the most costly of the summer season with with insured losses topping $213.3 million, according to the Rocky Mountain Insurance Information Association.|Insurance claims included 29,297 automobile claims worth more than $87.2 million and 14,287 property claims for $126 million, ranking the storm as the eighth most expensive to hit the state. The storm also caused multiple accidents. A semi became detached from a trailer, blocking traffic on westbound Interstate 70 west of Tower Road. Downed power poles blocked a roadway on CO 79 near Bennett, at mile marker 10. In addition to the damaging winds, the storms produced large hail, from nickel to golfball size. The intense thunderstorm winds also downed trees near Fort Morgan. Flash flooding was reported over parts of northern Washington County. The combination of flash flooding and an accident involving a semi-trailer forced the closure of CO 61 for a several hours. A storm system that moved through the area produced large hail, up to golfball size, and street flooding in parts of the metro area then spread east into the plains. Event Narrative:       Thunderstorm winds downed power poles along CO 79."
USW00003017,32,input,2014-09-23 03:00:00,15.0,False,"The following events were reported: Hail, Thunderstorm Wind. These occurred near station USW00003017, approximately 29.6052 km away, between 2014-09-29 13:20:00 and 2014-09-29 14:30:00. The events included records with hailstones measuring 6.51 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 213300000.0 and crop damage of 0.0. Episode Narrative: A storm system that moved through the area produced large hail, up to golfball size, and street flooding in parts of the metro area then spread east into the plains. The hailstorm was the most costly of the summer season with with insured losses topping $213.3 million, according to the Rocky Mountain Insurance Information Association.|Insurance claims included 29,297 automobile claims worth more than $87.2 million and 14,287 property claims for $126 million, ranking the storm as the eighth most expensive to hit the state. The storm also caused multiple accidents. A semi became detached from a trailer, blocking traffic on westbound Interstate 70 west of Tower Road. Downed power poles blocked a roadway on CO 79 near Bennett, at mile marker 10. In addition to the damaging winds, the storms produced large hail, from nickel to golfball size. The intense thunderstorm winds also downed trees near Fort Morgan. Flash flooding was reported over parts of northern Washington County. The combination of flash flooding and an accident involving a semi-trailer forced the closure of CO 61 for a several hours. A storm system that moved through the area produced large hail, up to golfball size, and street flooding in parts of the metro area then spread east into the plains. Event Narrative:       Thunderstorm winds downed power poles along CO 79."
USW00003017,32,input,2014-09-23 04:00:00,15.0,False,"The following events were reported: Hail, Thunderstorm Wind. These occurred near station USW00003017, approximately 29.6052 km away, between 2014-09-29 13:20:00 and 2014-09-29 14:30:00. The events included records with hailstones measuring 6.51 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 213300000.0 and crop damage of 0.0. Episode Narrative: A storm system that moved through the area produced large hail, up to golfball size, and street flooding in parts of the metro area then spread east into the plains. The hailstorm was the most costly of the summer season with with insured losses topping $213.3 million, according to the Rocky Mountain Insurance Information Association.|Insurance claims included 29,297 automobile claims worth more than $87.2 million and 14,287 property claims for $126 million, ranking the storm as the eighth most expensive to hit the state. The storm also caused multiple accidents. A semi became detached from a trailer, blocking traffic on westbound Interstate 70 west of Tower Road. Downed power poles blocked a roadway on CO 79 near Bennett, at mile marker 10. In addition to the damaging winds, the storms produced large hail, from nickel to golfball size. The intense thunderstorm winds also downed trees near Fort Morgan. Flash flooding was reported over parts of northern Washington County. The combination of flash flooding and an accident involving a semi-trailer forced the closure of CO 61 for a several hours. A storm system that moved through the area produced large hail, up to golfball size, and street flooding in parts of the metro area then spread east into the plains. Event Narrative:       Thunderstorm winds downed power poles along CO 79."
USW00003017,32,input,2014-09-23 05:00:00,15.0,False,"The following events were reported: Hail, Thunderstorm Wind. These occurred near station USW00003017, approximately 29.6052 km away, between 2014-09-29 13:20:00 and 2014-09-29 14:30:00. The events included records with hailstones measuring 6.51 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 213300000.0 and crop damage of 0.0. Episode Narrative: A storm system that moved through the area produced large hail, up to golfball size, and street flooding in parts of the metro area then spread east into the plains. The hailstorm was the most costly of the summer season with with insured losses topping $213.3 million, according to the Rocky Mountain Insurance Information Association.|Insurance claims included 29,297 automobile claims worth more than $87.2 million and 14,287 property claims for $126 million, ranking the storm as the eighth most expensive to hit the state. The storm also caused multiple accidents. A semi became detached from a trailer, blocking traffic on westbound Interstate 70 west of Tower Road. Downed power poles blocked a roadway on CO 79 near Bennett, at mile marker 10. In addition to the damaging winds, the storms produced large hail, from nickel to golfball size. The intense thunderstorm winds also downed trees near Fort Morgan. Flash flooding was reported over parts of northern Washington County. The combination of flash flooding and an accident involving a semi-trailer forced the closure of CO 61 for a several hours. A storm system that moved through the area produced large hail, up to golfball size, and street flooding in parts of the metro area then spread east into the plains. Event Narrative:       Thunderstorm winds downed power poles along CO 79."
USW00003017,32,input,2014-09-23 06:00:00,15.0,False,"The following events were reported: Hail, Thunderstorm Wind. These occurred near station USW00003017, approximately 29.6052 km away, between 2014-09-29 13:20:00 and 2014-09-29 14:30:00. The events included records with hailstones measuring 6.51 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 213300000.0 and crop damage of 0.0. Episode Narrative: A storm system that moved through the area produced large hail, up to golfball size, and street flooding in parts of the metro area then spread east into the plains. The hailstorm was the most costly of the summer season with with insured losses topping $213.3 million, according to the Rocky Mountain Insurance Information Association.|Insurance claims included 29,297 automobile claims worth more than $87.2 million and 14,287 property claims for $126 million, ranking the storm as the eighth most expensive to hit the state. The storm also caused multiple accidents. A semi became detached from a trailer, blocking traffic on westbound Interstate 70 west of Tower Road. Downed power poles blocked a roadway on CO 79 near Bennett, at mile marker 10. In addition to the damaging winds, the storms produced large hail, from nickel to golfball size. The intense thunderstorm winds also downed trees near Fort Morgan. Flash flooding was reported over parts of northern Washington County. The combination of flash flooding and an accident involving a semi-trailer forced the closure of CO 61 for a several hours. A storm system that moved through the area produced large hail, up to golfball size, and street flooding in parts of the metro area then spread east into the plains. Event Narrative:       Thunderstorm winds downed power poles along CO 79."
USW00003017,32,input,2014-09-23 07:00:00,14.8,False,"The following events were reported: Hail, Thunderstorm Wind. These occurred near station USW00003017, approximately 29.6052 km away, between 2014-09-29 13:20:00 and 2014-09-29 14:30:00. The events included records with hailstones measuring 6.51 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 213300000.0 and crop damage of 0.0. Episode Narrative: A storm system that moved through the area produced large hail, up to golfball size, and street flooding in parts of the metro area then spread east into the plains. The hailstorm was the most costly of the summer season with with insured losses topping $213.3 million, according to the Rocky Mountain Insurance Information Association.|Insurance claims included 29,297 automobile claims worth more than $87.2 million and 14,287 property claims for $126 million, ranking the storm as the eighth most expensive to hit the state. The storm also caused multiple accidents. A semi became detached from a trailer, blocking traffic on westbound Interstate 70 west of Tower Road. Downed power poles blocked a roadway on CO 79 near Bennett, at mile marker 10. In addition to the damaging winds, the storms produced large hail, from nickel to golfball size. The intense thunderstorm winds also downed trees near Fort Morgan. Flash flooding was reported over parts of northern Washington County. The combination of flash flooding and an accident involving a semi-trailer forced the closure of CO 61 for a several hours. A storm system that moved through the area produced large hail, up to golfball size, and street flooding in parts of the metro area then spread east into the plains. Event Narrative:       Thunderstorm winds downed power poles along CO 79."
USW00003017,32,input,2014-09-23 08:00:00,14.6,False,"The following events were reported: Hail, Thunderstorm Wind. These occurred near station USW00003017, approximately 29.6052 km away, between 2014-09-29 13:20:00 and 2014-09-29 14:30:00. The events included records with hailstones measuring 6.51 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 213300000.0 and crop damage of 0.0. Episode Narrative: A storm system that moved through the area produced large hail, up to golfball size, and street flooding in parts of the metro area then spread east into the plains. The hailstorm was the most costly of the summer season with with insured losses topping $213.3 million, according to the Rocky Mountain Insurance Information Association.|Insurance claims included 29,297 automobile claims worth more than $87.2 million and 14,287 property claims for $126 million, ranking the storm as the eighth most expensive to hit the state. The storm also caused multiple accidents. A semi became detached from a trailer, blocking traffic on westbound Interstate 70 west of Tower Road. Downed power poles blocked a roadway on CO 79 near Bennett, at mile marker 10. In addition to the damaging winds, the storms produced large hail, from nickel to golfball size. The intense thunderstorm winds also downed trees near Fort Morgan. Flash flooding was reported over parts of northern Washington County. The combination of flash flooding and an accident involving a semi-trailer forced the closure of CO 61 for a several hours. A storm system that moved through the area produced large hail, up to golfball size, and street flooding in parts of the metro area then spread east into the plains. Event Narrative:       Thunderstorm winds downed power poles along CO 79."
USW00003017,32,input,2014-09-23 09:00:00,14.4,False,"The following events were reported: Hail, Thunderstorm Wind. These occurred near station USW00003017, approximately 29.6052 km away, between 2014-09-29 13:20:00 and 2014-09-29 14:30:00. The events included records with hailstones measuring 6.51 inches.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 213300000.0 and crop damage of 0.0. Episode Narrative: A storm system that moved through the area produced large hail, up to golfball size, and street flooding in parts of the metro area then spread east into the plains. The hailstorm was the most costly of the summer season with with insured losses topping $213.3 million, according to the Rocky Mountain Insurance Information Association.|Insurance claims included 29,297 automobile claims worth more than $87.2 million and 14,287 property claims for $126 million, ranking the storm as the eighth most expensive to hit the state. The storm also caused multiple accidents. A semi became detached from a trailer, blocking traffic on westbound Interstate 70 west of Tower Road. Downed power poles blocked a roadway on CO 79 near Bennett, at mile marker 10. In addition to the damaging winds, the storms produced large hail, from nickel to golfball size. The intense thunderstorm winds also downed trees near Fort Morgan. Flash flooding was reported over parts of northern Washington County. The combination of flash flooding and an accident involving a semi-trailer forced the closure of CO 61 for a several hours. A storm system that moved through the area produced large hail, up to golfball size, and street flooding in parts of the metro area then spread east into the plains. Event Narrative:       Thunderstorm winds downed power poles along CO 79."
