station,sample,split,timestamp,value,hasrain,text
USW00003947,39,input,2019-05-22 00:00:00,19.4,False,"The following events were reported: Flash Flood, Thunderstorm Wind, Tornado. These occurred near station USW00003947, approximately 35.3889 km away, between 2019-05-28 17:32:00 and 2019-05-28 20:00:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 26000000.0 and crop damage of 0.0. Episode Narrative: In the evening of May 28 a strong tornado formed in Douglas County and grew to a wide EF-4 tornado. This is the same storm that caused the storm chasing group to fly off the road just south of Lawrence, Kansas. Once the tornado crossed into Leavenworth County it impacted mainly rural residences, but also impact the city of Linwood. It was here that isolated EF-3 and EF-4 damage was noted. The tornado continued on to the Bonner Springs area before it dissipated just southwest of Kansas Speedway and I-70. In the evening of May 28 a strong tornado formed in Douglas County and grew to a wide EF-4 tornado. Event Narrative: Rear flank downdraft winds approaching an estimated 80 mph caused widespread tree damage across the Bonner Springs area. Local storm chaser estimated 80 to 100 mph winds in association with these RFD winds. This tornado is a continuation of the tornado that formed in Douglas County and crossed the Kansas River into Leavenworth County. As the tornado crossed the Kansas River it became very strong and wide. It produced EF-3 damage to residences along the Kansas River. When the tornado impacted Linwood, Kansas it produced isolated EF-3 and EF-4 damage. Preliminary estimates for damage exceeded 26 million dollars, per the Leavenworth Times ( https://www.leavenworthtimes.com/news/20190531/tornado-damage-exceeds-26-million ). Despite the EF-4 rating and widespread devastation to rural areas near Lawrence and Linwood no serious injuries occurred. This was the strongest tornado to impact the Kansas City metro area since 2003. Road 290 was closed at the Tarkio River."
USW00003947,39,input,2019-05-22 01:00:00,18.299999999999997,False,"The following events were reported: Flash Flood, Thunderstorm Wind, Tornado. These occurred near station USW00003947, approximately 35.3889 km away, between 2019-05-28 17:32:00 and 2019-05-28 20:00:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 26000000.0 and crop damage of 0.0. Episode Narrative: In the evening of May 28 a strong tornado formed in Douglas County and grew to a wide EF-4 tornado. This is the same storm that caused the storm chasing group to fly off the road just south of Lawrence, Kansas. Once the tornado crossed into Leavenworth County it impacted mainly rural residences, but also impact the city of Linwood. It was here that isolated EF-3 and EF-4 damage was noted. The tornado continued on to the Bonner Springs area before it dissipated just southwest of Kansas Speedway and I-70. In the evening of May 28 a strong tornado formed in Douglas County and grew to a wide EF-4 tornado. Event Narrative: Rear flank downdraft winds approaching an estimated 80 mph caused widespread tree damage across the Bonner Springs area. Local storm chaser estimated 80 to 100 mph winds in association with these RFD winds. This tornado is a continuation of the tornado that formed in Douglas County and crossed the Kansas River into Leavenworth County. As the tornado crossed the Kansas River it became very strong and wide. It produced EF-3 damage to residences along the Kansas River. When the tornado impacted Linwood, Kansas it produced isolated EF-3 and EF-4 damage. Preliminary estimates for damage exceeded 26 million dollars, per the Leavenworth Times ( https://www.leavenworthtimes.com/news/20190531/tornado-damage-exceeds-26-million ). Despite the EF-4 rating and widespread devastation to rural areas near Lawrence and Linwood no serious injuries occurred. This was the strongest tornado to impact the Kansas City metro area since 2003. Road 290 was closed at the Tarkio River."
USW00003947,39,input,2019-05-22 02:00:00,17.2,False,"The following events were reported: Flash Flood, Thunderstorm Wind, Tornado. These occurred near station USW00003947, approximately 35.3889 km away, between 2019-05-28 17:32:00 and 2019-05-28 20:00:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 26000000.0 and crop damage of 0.0. Episode Narrative: In the evening of May 28 a strong tornado formed in Douglas County and grew to a wide EF-4 tornado. This is the same storm that caused the storm chasing group to fly off the road just south of Lawrence, Kansas. Once the tornado crossed into Leavenworth County it impacted mainly rural residences, but also impact the city of Linwood. It was here that isolated EF-3 and EF-4 damage was noted. The tornado continued on to the Bonner Springs area before it dissipated just southwest of Kansas Speedway and I-70. In the evening of May 28 a strong tornado formed in Douglas County and grew to a wide EF-4 tornado. Event Narrative: Rear flank downdraft winds approaching an estimated 80 mph caused widespread tree damage across the Bonner Springs area. Local storm chaser estimated 80 to 100 mph winds in association with these RFD winds. This tornado is a continuation of the tornado that formed in Douglas County and crossed the Kansas River into Leavenworth County. As the tornado crossed the Kansas River it became very strong and wide. It produced EF-3 damage to residences along the Kansas River. When the tornado impacted Linwood, Kansas it produced isolated EF-3 and EF-4 damage. Preliminary estimates for damage exceeded 26 million dollars, per the Leavenworth Times ( https://www.leavenworthtimes.com/news/20190531/tornado-damage-exceeds-26-million ). Despite the EF-4 rating and widespread devastation to rural areas near Lawrence and Linwood no serious injuries occurred. This was the strongest tornado to impact the Kansas City metro area since 2003. Road 290 was closed at the Tarkio River."
USW00003947,39,input,2019-05-22 03:00:00,17.2,False,"The following events were reported: Flash Flood, Thunderstorm Wind, Tornado. These occurred near station USW00003947, approximately 35.3889 km away, between 2019-05-28 17:32:00 and 2019-05-28 20:00:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 26000000.0 and crop damage of 0.0. Episode Narrative: In the evening of May 28 a strong tornado formed in Douglas County and grew to a wide EF-4 tornado. This is the same storm that caused the storm chasing group to fly off the road just south of Lawrence, Kansas. Once the tornado crossed into Leavenworth County it impacted mainly rural residences, but also impact the city of Linwood. It was here that isolated EF-3 and EF-4 damage was noted. The tornado continued on to the Bonner Springs area before it dissipated just southwest of Kansas Speedway and I-70. In the evening of May 28 a strong tornado formed in Douglas County and grew to a wide EF-4 tornado. Event Narrative: Rear flank downdraft winds approaching an estimated 80 mph caused widespread tree damage across the Bonner Springs area. Local storm chaser estimated 80 to 100 mph winds in association with these RFD winds. This tornado is a continuation of the tornado that formed in Douglas County and crossed the Kansas River into Leavenworth County. As the tornado crossed the Kansas River it became very strong and wide. It produced EF-3 damage to residences along the Kansas River. When the tornado impacted Linwood, Kansas it produced isolated EF-3 and EF-4 damage. Preliminary estimates for damage exceeded 26 million dollars, per the Leavenworth Times ( https://www.leavenworthtimes.com/news/20190531/tornado-damage-exceeds-26-million ). Despite the EF-4 rating and widespread devastation to rural areas near Lawrence and Linwood no serious injuries occurred. This was the strongest tornado to impact the Kansas City metro area since 2003. Road 290 was closed at the Tarkio River."
USW00003947,39,input,2019-05-22 04:00:00,17.03333333333333,False,"The following events were reported: Flash Flood, Thunderstorm Wind, Tornado. These occurred near station USW00003947, approximately 35.3889 km away, between 2019-05-28 17:32:00 and 2019-05-28 20:00:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 26000000.0 and crop damage of 0.0. Episode Narrative: In the evening of May 28 a strong tornado formed in Douglas County and grew to a wide EF-4 tornado. This is the same storm that caused the storm chasing group to fly off the road just south of Lawrence, Kansas. Once the tornado crossed into Leavenworth County it impacted mainly rural residences, but also impact the city of Linwood. It was here that isolated EF-3 and EF-4 damage was noted. The tornado continued on to the Bonner Springs area before it dissipated just southwest of Kansas Speedway and I-70. In the evening of May 28 a strong tornado formed in Douglas County and grew to a wide EF-4 tornado. Event Narrative: Rear flank downdraft winds approaching an estimated 80 mph caused widespread tree damage across the Bonner Springs area. Local storm chaser estimated 80 to 100 mph winds in association with these RFD winds. This tornado is a continuation of the tornado that formed in Douglas County and crossed the Kansas River into Leavenworth County. As the tornado crossed the Kansas River it became very strong and wide. It produced EF-3 damage to residences along the Kansas River. When the tornado impacted Linwood, Kansas it produced isolated EF-3 and EF-4 damage. Preliminary estimates for damage exceeded 26 million dollars, per the Leavenworth Times ( https://www.leavenworthtimes.com/news/20190531/tornado-damage-exceeds-26-million ). Despite the EF-4 rating and widespread devastation to rural areas near Lawrence and Linwood no serious injuries occurred. This was the strongest tornado to impact the Kansas City metro area since 2003. Road 290 was closed at the Tarkio River."
USW00003947,39,input,2019-05-22 05:00:00,16.866666666666667,False,"The following events were reported: Flash Flood, Thunderstorm Wind, Tornado. These occurred near station USW00003947, approximately 35.3889 km away, between 2019-05-28 17:32:00 and 2019-05-28 20:00:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 26000000.0 and crop damage of 0.0. Episode Narrative: In the evening of May 28 a strong tornado formed in Douglas County and grew to a wide EF-4 tornado. This is the same storm that caused the storm chasing group to fly off the road just south of Lawrence, Kansas. Once the tornado crossed into Leavenworth County it impacted mainly rural residences, but also impact the city of Linwood. It was here that isolated EF-3 and EF-4 damage was noted. The tornado continued on to the Bonner Springs area before it dissipated just southwest of Kansas Speedway and I-70. In the evening of May 28 a strong tornado formed in Douglas County and grew to a wide EF-4 tornado. Event Narrative: Rear flank downdraft winds approaching an estimated 80 mph caused widespread tree damage across the Bonner Springs area. Local storm chaser estimated 80 to 100 mph winds in association with these RFD winds. This tornado is a continuation of the tornado that formed in Douglas County and crossed the Kansas River into Leavenworth County. As the tornado crossed the Kansas River it became very strong and wide. It produced EF-3 damage to residences along the Kansas River. When the tornado impacted Linwood, Kansas it produced isolated EF-3 and EF-4 damage. Preliminary estimates for damage exceeded 26 million dollars, per the Leavenworth Times ( https://www.leavenworthtimes.com/news/20190531/tornado-damage-exceeds-26-million ). Despite the EF-4 rating and widespread devastation to rural areas near Lawrence and Linwood no serious injuries occurred. This was the strongest tornado to impact the Kansas City metro area since 2003. Road 290 was closed at the Tarkio River."
USW00003947,39,input,2019-05-22 06:00:00,16.7,False,"The following events were reported: Flash Flood, Thunderstorm Wind, Tornado. These occurred near station USW00003947, approximately 35.3889 km away, between 2019-05-28 17:32:00 and 2019-05-28 20:00:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 26000000.0 and crop damage of 0.0. Episode Narrative: In the evening of May 28 a strong tornado formed in Douglas County and grew to a wide EF-4 tornado. This is the same storm that caused the storm chasing group to fly off the road just south of Lawrence, Kansas. Once the tornado crossed into Leavenworth County it impacted mainly rural residences, but also impact the city of Linwood. It was here that isolated EF-3 and EF-4 damage was noted. The tornado continued on to the Bonner Springs area before it dissipated just southwest of Kansas Speedway and I-70. In the evening of May 28 a strong tornado formed in Douglas County and grew to a wide EF-4 tornado. Event Narrative: Rear flank downdraft winds approaching an estimated 80 mph caused widespread tree damage across the Bonner Springs area. Local storm chaser estimated 80 to 100 mph winds in association with these RFD winds. This tornado is a continuation of the tornado that formed in Douglas County and crossed the Kansas River into Leavenworth County. As the tornado crossed the Kansas River it became very strong and wide. It produced EF-3 damage to residences along the Kansas River. When the tornado impacted Linwood, Kansas it produced isolated EF-3 and EF-4 damage. Preliminary estimates for damage exceeded 26 million dollars, per the Leavenworth Times ( https://www.leavenworthtimes.com/news/20190531/tornado-damage-exceeds-26-million ). Despite the EF-4 rating and widespread devastation to rural areas near Lawrence and Linwood no serious injuries occurred. This was the strongest tornado to impact the Kansas City metro area since 2003. Road 290 was closed at the Tarkio River."
USW00003947,39,input,2019-05-22 07:00:00,16.133333333333333,False,"The following events were reported: Flash Flood, Thunderstorm Wind, Tornado. These occurred near station USW00003947, approximately 35.3889 km away, between 2019-05-28 17:32:00 and 2019-05-28 20:00:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 26000000.0 and crop damage of 0.0. Episode Narrative: In the evening of May 28 a strong tornado formed in Douglas County and grew to a wide EF-4 tornado. This is the same storm that caused the storm chasing group to fly off the road just south of Lawrence, Kansas. Once the tornado crossed into Leavenworth County it impacted mainly rural residences, but also impact the city of Linwood. It was here that isolated EF-3 and EF-4 damage was noted. The tornado continued on to the Bonner Springs area before it dissipated just southwest of Kansas Speedway and I-70. In the evening of May 28 a strong tornado formed in Douglas County and grew to a wide EF-4 tornado. Event Narrative: Rear flank downdraft winds approaching an estimated 80 mph caused widespread tree damage across the Bonner Springs area. Local storm chaser estimated 80 to 100 mph winds in association with these RFD winds. This tornado is a continuation of the tornado that formed in Douglas County and crossed the Kansas River into Leavenworth County. As the tornado crossed the Kansas River it became very strong and wide. It produced EF-3 damage to residences along the Kansas River. When the tornado impacted Linwood, Kansas it produced isolated EF-3 and EF-4 damage. Preliminary estimates for damage exceeded 26 million dollars, per the Leavenworth Times ( https://www.leavenworthtimes.com/news/20190531/tornado-damage-exceeds-26-million ). Despite the EF-4 rating and widespread devastation to rural areas near Lawrence and Linwood no serious injuries occurred. This was the strongest tornado to impact the Kansas City metro area since 2003. Road 290 was closed at the Tarkio River."
USW00003947,39,input,2019-05-22 08:00:00,15.566666666666666,False,"The following events were reported: Flash Flood, Thunderstorm Wind, Tornado. These occurred near station USW00003947, approximately 35.3889 km away, between 2019-05-28 17:32:00 and 2019-05-28 20:00:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 26000000.0 and crop damage of 0.0. Episode Narrative: In the evening of May 28 a strong tornado formed in Douglas County and grew to a wide EF-4 tornado. This is the same storm that caused the storm chasing group to fly off the road just south of Lawrence, Kansas. Once the tornado crossed into Leavenworth County it impacted mainly rural residences, but also impact the city of Linwood. It was here that isolated EF-3 and EF-4 damage was noted. The tornado continued on to the Bonner Springs area before it dissipated just southwest of Kansas Speedway and I-70. In the evening of May 28 a strong tornado formed in Douglas County and grew to a wide EF-4 tornado. Event Narrative: Rear flank downdraft winds approaching an estimated 80 mph caused widespread tree damage across the Bonner Springs area. Local storm chaser estimated 80 to 100 mph winds in association with these RFD winds. This tornado is a continuation of the tornado that formed in Douglas County and crossed the Kansas River into Leavenworth County. As the tornado crossed the Kansas River it became very strong and wide. It produced EF-3 damage to residences along the Kansas River. When the tornado impacted Linwood, Kansas it produced isolated EF-3 and EF-4 damage. Preliminary estimates for damage exceeded 26 million dollars, per the Leavenworth Times ( https://www.leavenworthtimes.com/news/20190531/tornado-damage-exceeds-26-million ). Despite the EF-4 rating and widespread devastation to rural areas near Lawrence and Linwood no serious injuries occurred. This was the strongest tornado to impact the Kansas City metro area since 2003. Road 290 was closed at the Tarkio River."
USW00003947,39,input,2019-05-22 09:00:00,15.0,False,"The following events were reported: Flash Flood, Thunderstorm Wind, Tornado. These occurred near station USW00003947, approximately 35.3889 km away, between 2019-05-28 17:32:00 and 2019-05-28 20:00:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 26000000.0 and crop damage of 0.0. Episode Narrative: In the evening of May 28 a strong tornado formed in Douglas County and grew to a wide EF-4 tornado. This is the same storm that caused the storm chasing group to fly off the road just south of Lawrence, Kansas. Once the tornado crossed into Leavenworth County it impacted mainly rural residences, but also impact the city of Linwood. It was here that isolated EF-3 and EF-4 damage was noted. The tornado continued on to the Bonner Springs area before it dissipated just southwest of Kansas Speedway and I-70. In the evening of May 28 a strong tornado formed in Douglas County and grew to a wide EF-4 tornado. Event Narrative: Rear flank downdraft winds approaching an estimated 80 mph caused widespread tree damage across the Bonner Springs area. Local storm chaser estimated 80 to 100 mph winds in association with these RFD winds. This tornado is a continuation of the tornado that formed in Douglas County and crossed the Kansas River into Leavenworth County. As the tornado crossed the Kansas River it became very strong and wide. It produced EF-3 damage to residences along the Kansas River. When the tornado impacted Linwood, Kansas it produced isolated EF-3 and EF-4 damage. Preliminary estimates for damage exceeded 26 million dollars, per the Leavenworth Times ( https://www.leavenworthtimes.com/news/20190531/tornado-damage-exceeds-26-million ). Despite the EF-4 rating and widespread devastation to rural areas near Lawrence and Linwood no serious injuries occurred. This was the strongest tornado to impact the Kansas City metro area since 2003. Road 290 was closed at the Tarkio River."
