station,sample,split,timestamp,value,hasrain,text
USW00012916,31,input,2021-07-14 00:00:00,31.1,False,"The following events were reported: Flash Flood. These occurred near station USW00012916, approximately 46.948 km away, between 2021-07-20 01:19:00 and 2021-07-20 09:07:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 150000.0 and crop damage of 0.0. Episode Narrative: In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. These storms formed within a rich Gulf, unstable airmass out ahead of an approaching outflow boundary and slow moving cold front from the west. In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. Event Narrative: Water entering several homes. many roads impassable and barricaded. A social media video showed at least a dozen flooded cars in an apartment complex in Mandeville. Public reported service road was impassable in Mandeville due to high water. Flooding outside Cypress Lake apartments in Mandeville. Roads completely impassable. Social media picture showing water entering gas station. Tall Timbers has multiple roads impassable water and encroaching on homes. Roads are beginning to hold water in Monterrey and starting to approaches houses. Social media photo shows car wash and surrounding road flooded. Vehicles are pushing flooding water into buildings on street including the fire station."
USW00012916,31,input,2021-07-14 01:00:00,30.55,False,"The following events were reported: Flash Flood. These occurred near station USW00012916, approximately 46.948 km away, between 2021-07-20 01:19:00 and 2021-07-20 09:07:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 150000.0 and crop damage of 0.0. Episode Narrative: In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. These storms formed within a rich Gulf, unstable airmass out ahead of an approaching outflow boundary and slow moving cold front from the west. In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. Event Narrative: Water entering several homes. many roads impassable and barricaded. A social media video showed at least a dozen flooded cars in an apartment complex in Mandeville. Public reported service road was impassable in Mandeville due to high water. Flooding outside Cypress Lake apartments in Mandeville. Roads completely impassable. Social media picture showing water entering gas station. Tall Timbers has multiple roads impassable water and encroaching on homes. Roads are beginning to hold water in Monterrey and starting to approaches houses. Social media photo shows car wash and surrounding road flooded. Vehicles are pushing flooding water into buildings on street including the fire station."
USW00012916,31,input,2021-07-14 02:00:00,30.0,False,"The following events were reported: Flash Flood. These occurred near station USW00012916, approximately 46.948 km away, between 2021-07-20 01:19:00 and 2021-07-20 09:07:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 150000.0 and crop damage of 0.0. Episode Narrative: In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. These storms formed within a rich Gulf, unstable airmass out ahead of an approaching outflow boundary and slow moving cold front from the west. In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. Event Narrative: Water entering several homes. many roads impassable and barricaded. A social media video showed at least a dozen flooded cars in an apartment complex in Mandeville. Public reported service road was impassable in Mandeville due to high water. Flooding outside Cypress Lake apartments in Mandeville. Roads completely impassable. Social media picture showing water entering gas station. Tall Timbers has multiple roads impassable water and encroaching on homes. Roads are beginning to hold water in Monterrey and starting to approaches houses. Social media photo shows car wash and surrounding road flooded. Vehicles are pushing flooding water into buildings on street including the fire station."
USW00012916,31,input,2021-07-14 03:00:00,29.45,False,"The following events were reported: Flash Flood. These occurred near station USW00012916, approximately 46.948 km away, between 2021-07-20 01:19:00 and 2021-07-20 09:07:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 150000.0 and crop damage of 0.0. Episode Narrative: In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. These storms formed within a rich Gulf, unstable airmass out ahead of an approaching outflow boundary and slow moving cold front from the west. In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. Event Narrative: Water entering several homes. many roads impassable and barricaded. A social media video showed at least a dozen flooded cars in an apartment complex in Mandeville. Public reported service road was impassable in Mandeville due to high water. Flooding outside Cypress Lake apartments in Mandeville. Roads completely impassable. Social media picture showing water entering gas station. Tall Timbers has multiple roads impassable water and encroaching on homes. Roads are beginning to hold water in Monterrey and starting to approaches houses. Social media photo shows car wash and surrounding road flooded. Vehicles are pushing flooding water into buildings on street including the fire station."
USW00012916,31,input,2021-07-14 04:00:00,28.900000000000002,False,"The following events were reported: Flash Flood. These occurred near station USW00012916, approximately 46.948 km away, between 2021-07-20 01:19:00 and 2021-07-20 09:07:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 150000.0 and crop damage of 0.0. Episode Narrative: In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. These storms formed within a rich Gulf, unstable airmass out ahead of an approaching outflow boundary and slow moving cold front from the west. In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. Event Narrative: Water entering several homes. many roads impassable and barricaded. A social media video showed at least a dozen flooded cars in an apartment complex in Mandeville. Public reported service road was impassable in Mandeville due to high water. Flooding outside Cypress Lake apartments in Mandeville. Roads completely impassable. Social media picture showing water entering gas station. Tall Timbers has multiple roads impassable water and encroaching on homes. Roads are beginning to hold water in Monterrey and starting to approaches houses. Social media photo shows car wash and surrounding road flooded. Vehicles are pushing flooding water into buildings on street including the fire station."
USW00012916,31,input,2021-07-14 05:00:00,28.35,False,"The following events were reported: Flash Flood. These occurred near station USW00012916, approximately 46.948 km away, between 2021-07-20 01:19:00 and 2021-07-20 09:07:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 150000.0 and crop damage of 0.0. Episode Narrative: In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. These storms formed within a rich Gulf, unstable airmass out ahead of an approaching outflow boundary and slow moving cold front from the west. In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. Event Narrative: Water entering several homes. many roads impassable and barricaded. A social media video showed at least a dozen flooded cars in an apartment complex in Mandeville. Public reported service road was impassable in Mandeville due to high water. Flooding outside Cypress Lake apartments in Mandeville. Roads completely impassable. Social media picture showing water entering gas station. Tall Timbers has multiple roads impassable water and encroaching on homes. Roads are beginning to hold water in Monterrey and starting to approaches houses. Social media photo shows car wash and surrounding road flooded. Vehicles are pushing flooding water into buildings on street including the fire station."
USW00012916,31,input,2021-07-14 06:00:00,27.8,False,"The following events were reported: Flash Flood. These occurred near station USW00012916, approximately 46.948 km away, between 2021-07-20 01:19:00 and 2021-07-20 09:07:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 150000.0 and crop damage of 0.0. Episode Narrative: In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. These storms formed within a rich Gulf, unstable airmass out ahead of an approaching outflow boundary and slow moving cold front from the west. In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. Event Narrative: Water entering several homes. many roads impassable and barricaded. A social media video showed at least a dozen flooded cars in an apartment complex in Mandeville. Public reported service road was impassable in Mandeville due to high water. Flooding outside Cypress Lake apartments in Mandeville. Roads completely impassable. Social media picture showing water entering gas station. Tall Timbers has multiple roads impassable water and encroaching on homes. Roads are beginning to hold water in Monterrey and starting to approaches houses. Social media photo shows car wash and surrounding road flooded. Vehicles are pushing flooding water into buildings on street including the fire station."
USW00012916,31,input,2021-07-14 07:00:00,27.616666666666667,False,"The following events were reported: Flash Flood. These occurred near station USW00012916, approximately 46.948 km away, between 2021-07-20 01:19:00 and 2021-07-20 09:07:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 150000.0 and crop damage of 0.0. Episode Narrative: In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. These storms formed within a rich Gulf, unstable airmass out ahead of an approaching outflow boundary and slow moving cold front from the west. In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. Event Narrative: Water entering several homes. many roads impassable and barricaded. A social media video showed at least a dozen flooded cars in an apartment complex in Mandeville. Public reported service road was impassable in Mandeville due to high water. Flooding outside Cypress Lake apartments in Mandeville. Roads completely impassable. Social media picture showing water entering gas station. Tall Timbers has multiple roads impassable water and encroaching on homes. Roads are beginning to hold water in Monterrey and starting to approaches houses. Social media photo shows car wash and surrounding road flooded. Vehicles are pushing flooding water into buildings on street including the fire station."
USW00012916,31,input,2021-07-14 08:00:00,27.433333333333334,False,"The following events were reported: Flash Flood. These occurred near station USW00012916, approximately 46.948 km away, between 2021-07-20 01:19:00 and 2021-07-20 09:07:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 150000.0 and crop damage of 0.0. Episode Narrative: In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. These storms formed within a rich Gulf, unstable airmass out ahead of an approaching outflow boundary and slow moving cold front from the west. In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. Event Narrative: Water entering several homes. many roads impassable and barricaded. A social media video showed at least a dozen flooded cars in an apartment complex in Mandeville. Public reported service road was impassable in Mandeville due to high water. Flooding outside Cypress Lake apartments in Mandeville. Roads completely impassable. Social media picture showing water entering gas station. Tall Timbers has multiple roads impassable water and encroaching on homes. Roads are beginning to hold water in Monterrey and starting to approaches houses. Social media photo shows car wash and surrounding road flooded. Vehicles are pushing flooding water into buildings on street including the fire station."
USW00012916,31,input,2021-07-14 09:00:00,27.25,False,"The following events were reported: Flash Flood. These occurred near station USW00012916, approximately 46.948 km away, between 2021-07-20 01:19:00 and 2021-07-20 09:07:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 150000.0 and crop damage of 0.0. Episode Narrative: In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. These storms formed within a rich Gulf, unstable airmass out ahead of an approaching outflow boundary and slow moving cold front from the west. In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. Event Narrative: Water entering several homes. many roads impassable and barricaded. A social media video showed at least a dozen flooded cars in an apartment complex in Mandeville. Public reported service road was impassable in Mandeville due to high water. Flooding outside Cypress Lake apartments in Mandeville. Roads completely impassable. Social media picture showing water entering gas station. Tall Timbers has multiple roads impassable water and encroaching on homes. Roads are beginning to hold water in Monterrey and starting to approaches houses. Social media photo shows car wash and surrounding road flooded. Vehicles are pushing flooding water into buildings on street including the fire station."
USW00012916,31,input,2021-07-14 10:00:00,27.066666666666666,False,"The following events were reported: Flash Flood. These occurred near station USW00012916, approximately 46.948 km away, between 2021-07-20 01:19:00 and 2021-07-20 09:07:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 150000.0 and crop damage of 0.0. Episode Narrative: In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. These storms formed within a rich Gulf, unstable airmass out ahead of an approaching outflow boundary and slow moving cold front from the west. In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. Event Narrative: Water entering several homes. many roads impassable and barricaded. A social media video showed at least a dozen flooded cars in an apartment complex in Mandeville. Public reported service road was impassable in Mandeville due to high water. Flooding outside Cypress Lake apartments in Mandeville. Roads completely impassable. Social media picture showing water entering gas station. Tall Timbers has multiple roads impassable water and encroaching on homes. Roads are beginning to hold water in Monterrey and starting to approaches houses. Social media photo shows car wash and surrounding road flooded. Vehicles are pushing flooding water into buildings on street including the fire station."
USW00012916,31,input,2021-07-14 11:00:00,26.883333333333333,False,"The following events were reported: Flash Flood. These occurred near station USW00012916, approximately 46.948 km away, between 2021-07-20 01:19:00 and 2021-07-20 09:07:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 150000.0 and crop damage of 0.0. Episode Narrative: In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. These storms formed within a rich Gulf, unstable airmass out ahead of an approaching outflow boundary and slow moving cold front from the west. In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. Event Narrative: Water entering several homes. many roads impassable and barricaded. A social media video showed at least a dozen flooded cars in an apartment complex in Mandeville. Public reported service road was impassable in Mandeville due to high water. Flooding outside Cypress Lake apartments in Mandeville. Roads completely impassable. Social media picture showing water entering gas station. Tall Timbers has multiple roads impassable water and encroaching on homes. Roads are beginning to hold water in Monterrey and starting to approaches houses. Social media photo shows car wash and surrounding road flooded. Vehicles are pushing flooding water into buildings on street including the fire station."
USW00012916,31,input,2021-07-14 12:00:00,26.7,False,"The following events were reported: Flash Flood. These occurred near station USW00012916, approximately 46.948 km away, between 2021-07-20 01:19:00 and 2021-07-20 09:07:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 150000.0 and crop damage of 0.0. Episode Narrative: In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. These storms formed within a rich Gulf, unstable airmass out ahead of an approaching outflow boundary and slow moving cold front from the west. In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. Event Narrative: Water entering several homes. many roads impassable and barricaded. A social media video showed at least a dozen flooded cars in an apartment complex in Mandeville. Public reported service road was impassable in Mandeville due to high water. Flooding outside Cypress Lake apartments in Mandeville. Roads completely impassable. Social media picture showing water entering gas station. Tall Timbers has multiple roads impassable water and encroaching on homes. Roads are beginning to hold water in Monterrey and starting to approaches houses. Social media photo shows car wash and surrounding road flooded. Vehicles are pushing flooding water into buildings on street including the fire station."
USW00012916,31,input,2021-07-14 13:00:00,27.066666666666666,False,"The following events were reported: Flash Flood. These occurred near station USW00012916, approximately 46.948 km away, between 2021-07-20 01:19:00 and 2021-07-20 09:07:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 150000.0 and crop damage of 0.0. Episode Narrative: In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. These storms formed within a rich Gulf, unstable airmass out ahead of an approaching outflow boundary and slow moving cold front from the west. In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. Event Narrative: Water entering several homes. many roads impassable and barricaded. A social media video showed at least a dozen flooded cars in an apartment complex in Mandeville. Public reported service road was impassable in Mandeville due to high water. Flooding outside Cypress Lake apartments in Mandeville. Roads completely impassable. Social media picture showing water entering gas station. Tall Timbers has multiple roads impassable water and encroaching on homes. Roads are beginning to hold water in Monterrey and starting to approaches houses. Social media photo shows car wash and surrounding road flooded. Vehicles are pushing flooding water into buildings on street including the fire station."
USW00012916,31,input,2021-07-14 14:00:00,27.433333333333334,False,"The following events were reported: Flash Flood. These occurred near station USW00012916, approximately 46.948 km away, between 2021-07-20 01:19:00 and 2021-07-20 09:07:00.Thankfully, no injuries or fatalities were reported. The events caused property damage valued at 150000.0 and crop damage of 0.0. Episode Narrative: In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. These storms formed within a rich Gulf, unstable airmass out ahead of an approaching outflow boundary and slow moving cold front from the west. In the morning hours on July 20th, 2021, slow moving thunderstorms developed overnight ,one specific cluster formed over the Northshore that led to significant flooding, with areas of flooding elsewhere from developing clusters of thunderstorms through the morning hours. Event Narrative: Water entering several homes. many roads impassable and barricaded. A social media video showed at least a dozen flooded cars in an apartment complex in Mandeville. Public reported service road was impassable in Mandeville due to high water. Flooding outside Cypress Lake apartments in Mandeville. Roads completely impassable. Social media picture showing water entering gas station. Tall Timbers has multiple roads impassable water and encroaching on homes. Roads are beginning to hold water in Monterrey and starting to approaches houses. Social media photo shows car wash and surrounding road flooded. Vehicles are pushing flooding water into buildings on street including the fire station."
