station,sample,split,timestamp,value,hasrain,text
USW00003017,9,input,2014-06-02 00:00:00,26.1,False,"The following events were reported: Hail, Lightning, Tornado. These occurred near station USW00003017, approximately 33.8843 km away, between 2014-06-08 11:30:00 and 2014-06-08 12:43:00. The events included records with hailstones measuring 1.0 inches.The events resulted in 1 injuries and 0 fatalities. The events caused property damage valued at 25000.0 and crop damage of 1000.0. Episode Narrative: An upper level weather disturbance and its associated cold front moved across northern Colorado during the late morning and afternoon; spawning several tornadoes, damaging wind, large hail, very heavy rainfall. Nine tornadoes touched down across northeast Colorado. Three of the tornadoes occurred in Park County, at elevations of 8,000-10,000 feet. The first tornado occurred 8 miles south-southwest of Fairplay; it damaged the roof of a residence and was assigned a rating of EF-1. The second tornado developed 6 miles southeast of Fairplay in open country. The third tornado developed 4 miles west of Lake George; it was given a rating of EF-2. The last tornado caused damage to some homes and overturned several recreational vehicles at an RV park. Several power lines were also downed and some buildings in the town of Lake George were damaged, and trees were also snapped from their bases. This tornado then passed into Teller County. ||In Aurora, another tornado touched down near the Blackstone Country Club, it lifted some golf carts and flipped an empty construction trailer. One of the carts was thrown on top of a caddy walking nearby; he was taken to a hospital with minor injuries. It was assigned an EF-1 rating. Five other tornadoes developed over open country across Douglas, Elbert and Weld Counties with little additional damage reported. In Englewood, lightning struck a tree which damaged two nearby homes and a truck. Large hail, up to half dollar size, very heavy rain, and minor flooding was also reported. An upper level weather disturbance and its associated cold front moved across northern Colorado during the late morning and afternoon; spawning several tornadoes, damaging wind, large hail, very heavy rainfall. Event Narrative:   A tornado touched down near the Blackstone Country Club in Aurora, and flipped an empty construction trailer. Several golf carts were also damaged, a tree was dowend and a couple broken garage door panes of a home nearby was damaged. A caddy suffered a broken wrist when he was struck by one of the golf carts. A tornado touched down in open country; no damage was reported. A tornado touched down briefly in an open field. No damage was reported. Lightning struck a tree in a residential area which caused damage to the two surrounding homes. Parts of the tree went through the roof and basement of one of the homes as well as the driver-side window of the resident���s truck. A tornado touched down briefly in open country; no damage was observed."
USW00003017,9,input,2014-06-02 01:00:00,22.76666666666667,False,"The following events were reported: Hail, Lightning, Tornado. These occurred near station USW00003017, approximately 33.8843 km away, between 2014-06-08 11:30:00 and 2014-06-08 12:43:00. The events included records with hailstones measuring 1.0 inches.The events resulted in 1 injuries and 0 fatalities. The events caused property damage valued at 25000.0 and crop damage of 1000.0. Episode Narrative: An upper level weather disturbance and its associated cold front moved across northern Colorado during the late morning and afternoon; spawning several tornadoes, damaging wind, large hail, very heavy rainfall. Nine tornadoes touched down across northeast Colorado. Three of the tornadoes occurred in Park County, at elevations of 8,000-10,000 feet. The first tornado occurred 8 miles south-southwest of Fairplay; it damaged the roof of a residence and was assigned a rating of EF-1. The second tornado developed 6 miles southeast of Fairplay in open country. The third tornado developed 4 miles west of Lake George; it was given a rating of EF-2. The last tornado caused damage to some homes and overturned several recreational vehicles at an RV park. Several power lines were also downed and some buildings in the town of Lake George were damaged, and trees were also snapped from their bases. This tornado then passed into Teller County. ||In Aurora, another tornado touched down near the Blackstone Country Club, it lifted some golf carts and flipped an empty construction trailer. One of the carts was thrown on top of a caddy walking nearby; he was taken to a hospital with minor injuries. It was assigned an EF-1 rating. Five other tornadoes developed over open country across Douglas, Elbert and Weld Counties with little additional damage reported. In Englewood, lightning struck a tree which damaged two nearby homes and a truck. Large hail, up to half dollar size, very heavy rain, and minor flooding was also reported. An upper level weather disturbance and its associated cold front moved across northern Colorado during the late morning and afternoon; spawning several tornadoes, damaging wind, large hail, very heavy rainfall. Event Narrative:   A tornado touched down near the Blackstone Country Club in Aurora, and flipped an empty construction trailer. Several golf carts were also damaged, a tree was dowend and a couple broken garage door panes of a home nearby was damaged. A caddy suffered a broken wrist when he was struck by one of the golf carts. A tornado touched down in open country; no damage was reported. A tornado touched down briefly in an open field. No damage was reported. Lightning struck a tree in a residential area which caused damage to the two surrounding homes. Parts of the tree went through the roof and basement of one of the homes as well as the driver-side window of the resident���s truck. A tornado touched down briefly in open country; no damage was observed."
USW00003017,9,input,2014-06-02 02:00:00,19.433333333333337,False,"The following events were reported: Hail, Lightning, Tornado. These occurred near station USW00003017, approximately 33.8843 km away, between 2014-06-08 11:30:00 and 2014-06-08 12:43:00. The events included records with hailstones measuring 1.0 inches.The events resulted in 1 injuries and 0 fatalities. The events caused property damage valued at 25000.0 and crop damage of 1000.0. Episode Narrative: An upper level weather disturbance and its associated cold front moved across northern Colorado during the late morning and afternoon; spawning several tornadoes, damaging wind, large hail, very heavy rainfall. Nine tornadoes touched down across northeast Colorado. Three of the tornadoes occurred in Park County, at elevations of 8,000-10,000 feet. The first tornado occurred 8 miles south-southwest of Fairplay; it damaged the roof of a residence and was assigned a rating of EF-1. The second tornado developed 6 miles southeast of Fairplay in open country. The third tornado developed 4 miles west of Lake George; it was given a rating of EF-2. The last tornado caused damage to some homes and overturned several recreational vehicles at an RV park. Several power lines were also downed and some buildings in the town of Lake George were damaged, and trees were also snapped from their bases. This tornado then passed into Teller County. ||In Aurora, another tornado touched down near the Blackstone Country Club, it lifted some golf carts and flipped an empty construction trailer. One of the carts was thrown on top of a caddy walking nearby; he was taken to a hospital with minor injuries. It was assigned an EF-1 rating. Five other tornadoes developed over open country across Douglas, Elbert and Weld Counties with little additional damage reported. In Englewood, lightning struck a tree which damaged two nearby homes and a truck. Large hail, up to half dollar size, very heavy rain, and minor flooding was also reported. An upper level weather disturbance and its associated cold front moved across northern Colorado during the late morning and afternoon; spawning several tornadoes, damaging wind, large hail, very heavy rainfall. Event Narrative:   A tornado touched down near the Blackstone Country Club in Aurora, and flipped an empty construction trailer. Several golf carts were also damaged, a tree was dowend and a couple broken garage door panes of a home nearby was damaged. A caddy suffered a broken wrist when he was struck by one of the golf carts. A tornado touched down in open country; no damage was reported. A tornado touched down briefly in an open field. No damage was reported. Lightning struck a tree in a residential area which caused damage to the two surrounding homes. Parts of the tree went through the roof and basement of one of the homes as well as the driver-side window of the resident���s truck. A tornado touched down briefly in open country; no damage was observed."
USW00003017,9,input,2014-06-02 03:00:00,16.1,False,"The following events were reported: Hail, Lightning, Tornado. These occurred near station USW00003017, approximately 33.8843 km away, between 2014-06-08 11:30:00 and 2014-06-08 12:43:00. The events included records with hailstones measuring 1.0 inches.The events resulted in 1 injuries and 0 fatalities. The events caused property damage valued at 25000.0 and crop damage of 1000.0. Episode Narrative: An upper level weather disturbance and its associated cold front moved across northern Colorado during the late morning and afternoon; spawning several tornadoes, damaging wind, large hail, very heavy rainfall. Nine tornadoes touched down across northeast Colorado. Three of the tornadoes occurred in Park County, at elevations of 8,000-10,000 feet. The first tornado occurred 8 miles south-southwest of Fairplay; it damaged the roof of a residence and was assigned a rating of EF-1. The second tornado developed 6 miles southeast of Fairplay in open country. The third tornado developed 4 miles west of Lake George; it was given a rating of EF-2. The last tornado caused damage to some homes and overturned several recreational vehicles at an RV park. Several power lines were also downed and some buildings in the town of Lake George were damaged, and trees were also snapped from their bases. This tornado then passed into Teller County. ||In Aurora, another tornado touched down near the Blackstone Country Club, it lifted some golf carts and flipped an empty construction trailer. One of the carts was thrown on top of a caddy walking nearby; he was taken to a hospital with minor injuries. It was assigned an EF-1 rating. Five other tornadoes developed over open country across Douglas, Elbert and Weld Counties with little additional damage reported. In Englewood, lightning struck a tree which damaged two nearby homes and a truck. Large hail, up to half dollar size, very heavy rain, and minor flooding was also reported. An upper level weather disturbance and its associated cold front moved across northern Colorado during the late morning and afternoon; spawning several tornadoes, damaging wind, large hail, very heavy rainfall. Event Narrative:   A tornado touched down near the Blackstone Country Club in Aurora, and flipped an empty construction trailer. Several golf carts were also damaged, a tree was dowend and a couple broken garage door panes of a home nearby was damaged. A caddy suffered a broken wrist when he was struck by one of the golf carts. A tornado touched down in open country; no damage was reported. A tornado touched down briefly in an open field. No damage was reported. Lightning struck a tree in a residential area which caused damage to the two surrounding homes. Parts of the tree went through the roof and basement of one of the homes as well as the driver-side window of the resident���s truck. A tornado touched down briefly in open country; no damage was observed."
USW00003017,9,input,2014-06-02 04:00:00,15.533333333333335,False,"The following events were reported: Hail, Lightning, Tornado. These occurred near station USW00003017, approximately 33.8843 km away, between 2014-06-08 11:30:00 and 2014-06-08 12:43:00. The events included records with hailstones measuring 1.0 inches.The events resulted in 1 injuries and 0 fatalities. The events caused property damage valued at 25000.0 and crop damage of 1000.0. Episode Narrative: An upper level weather disturbance and its associated cold front moved across northern Colorado during the late morning and afternoon; spawning several tornadoes, damaging wind, large hail, very heavy rainfall. Nine tornadoes touched down across northeast Colorado. Three of the tornadoes occurred in Park County, at elevations of 8,000-10,000 feet. The first tornado occurred 8 miles south-southwest of Fairplay; it damaged the roof of a residence and was assigned a rating of EF-1. The second tornado developed 6 miles southeast of Fairplay in open country. The third tornado developed 4 miles west of Lake George; it was given a rating of EF-2. The last tornado caused damage to some homes and overturned several recreational vehicles at an RV park. Several power lines were also downed and some buildings in the town of Lake George were damaged, and trees were also snapped from their bases. This tornado then passed into Teller County. ||In Aurora, another tornado touched down near the Blackstone Country Club, it lifted some golf carts and flipped an empty construction trailer. One of the carts was thrown on top of a caddy walking nearby; he was taken to a hospital with minor injuries. It was assigned an EF-1 rating. Five other tornadoes developed over open country across Douglas, Elbert and Weld Counties with little additional damage reported. In Englewood, lightning struck a tree which damaged two nearby homes and a truck. Large hail, up to half dollar size, very heavy rain, and minor flooding was also reported. An upper level weather disturbance and its associated cold front moved across northern Colorado during the late morning and afternoon; spawning several tornadoes, damaging wind, large hail, very heavy rainfall. Event Narrative:   A tornado touched down near the Blackstone Country Club in Aurora, and flipped an empty construction trailer. Several golf carts were also damaged, a tree was dowend and a couple broken garage door panes of a home nearby was damaged. A caddy suffered a broken wrist when he was struck by one of the golf carts. A tornado touched down in open country; no damage was reported. A tornado touched down briefly in an open field. No damage was reported. Lightning struck a tree in a residential area which caused damage to the two surrounding homes. Parts of the tree went through the roof and basement of one of the homes as well as the driver-side window of the resident���s truck. A tornado touched down briefly in open country; no damage was observed."
USW00003017,9,input,2014-06-02 05:00:00,14.966666666666667,False,"The following events were reported: Hail, Lightning, Tornado. These occurred near station USW00003017, approximately 33.8843 km away, between 2014-06-08 11:30:00 and 2014-06-08 12:43:00. The events included records with hailstones measuring 1.0 inches.The events resulted in 1 injuries and 0 fatalities. The events caused property damage valued at 25000.0 and crop damage of 1000.0. Episode Narrative: An upper level weather disturbance and its associated cold front moved across northern Colorado during the late morning and afternoon; spawning several tornadoes, damaging wind, large hail, very heavy rainfall. Nine tornadoes touched down across northeast Colorado. Three of the tornadoes occurred in Park County, at elevations of 8,000-10,000 feet. The first tornado occurred 8 miles south-southwest of Fairplay; it damaged the roof of a residence and was assigned a rating of EF-1. The second tornado developed 6 miles southeast of Fairplay in open country. The third tornado developed 4 miles west of Lake George; it was given a rating of EF-2. The last tornado caused damage to some homes and overturned several recreational vehicles at an RV park. Several power lines were also downed and some buildings in the town of Lake George were damaged, and trees were also snapped from their bases. This tornado then passed into Teller County. ||In Aurora, another tornado touched down near the Blackstone Country Club, it lifted some golf carts and flipped an empty construction trailer. One of the carts was thrown on top of a caddy walking nearby; he was taken to a hospital with minor injuries. It was assigned an EF-1 rating. Five other tornadoes developed over open country across Douglas, Elbert and Weld Counties with little additional damage reported. In Englewood, lightning struck a tree which damaged two nearby homes and a truck. Large hail, up to half dollar size, very heavy rain, and minor flooding was also reported. An upper level weather disturbance and its associated cold front moved across northern Colorado during the late morning and afternoon; spawning several tornadoes, damaging wind, large hail, very heavy rainfall. Event Narrative:   A tornado touched down near the Blackstone Country Club in Aurora, and flipped an empty construction trailer. Several golf carts were also damaged, a tree was dowend and a couple broken garage door panes of a home nearby was damaged. A caddy suffered a broken wrist when he was struck by one of the golf carts. A tornado touched down in open country; no damage was reported. A tornado touched down briefly in an open field. No damage was reported. Lightning struck a tree in a residential area which caused damage to the two surrounding homes. Parts of the tree went through the roof and basement of one of the homes as well as the driver-side window of the resident���s truck. A tornado touched down briefly in open country; no damage was observed."
USW00003017,9,input,2014-06-02 06:00:00,14.4,False,"The following events were reported: Hail, Lightning, Tornado. These occurred near station USW00003017, approximately 33.8843 km away, between 2014-06-08 11:30:00 and 2014-06-08 12:43:00. The events included records with hailstones measuring 1.0 inches.The events resulted in 1 injuries and 0 fatalities. The events caused property damage valued at 25000.0 and crop damage of 1000.0. Episode Narrative: An upper level weather disturbance and its associated cold front moved across northern Colorado during the late morning and afternoon; spawning several tornadoes, damaging wind, large hail, very heavy rainfall. Nine tornadoes touched down across northeast Colorado. Three of the tornadoes occurred in Park County, at elevations of 8,000-10,000 feet. The first tornado occurred 8 miles south-southwest of Fairplay; it damaged the roof of a residence and was assigned a rating of EF-1. The second tornado developed 6 miles southeast of Fairplay in open country. The third tornado developed 4 miles west of Lake George; it was given a rating of EF-2. The last tornado caused damage to some homes and overturned several recreational vehicles at an RV park. Several power lines were also downed and some buildings in the town of Lake George were damaged, and trees were also snapped from their bases. This tornado then passed into Teller County. ||In Aurora, another tornado touched down near the Blackstone Country Club, it lifted some golf carts and flipped an empty construction trailer. One of the carts was thrown on top of a caddy walking nearby; he was taken to a hospital with minor injuries. It was assigned an EF-1 rating. Five other tornadoes developed over open country across Douglas, Elbert and Weld Counties with little additional damage reported. In Englewood, lightning struck a tree which damaged two nearby homes and a truck. Large hail, up to half dollar size, very heavy rain, and minor flooding was also reported. An upper level weather disturbance and its associated cold front moved across northern Colorado during the late morning and afternoon; spawning several tornadoes, damaging wind, large hail, very heavy rainfall. Event Narrative:   A tornado touched down near the Blackstone Country Club in Aurora, and flipped an empty construction trailer. Several golf carts were also damaged, a tree was dowend and a couple broken garage door panes of a home nearby was damaged. A caddy suffered a broken wrist when he was struck by one of the golf carts. A tornado touched down in open country; no damage was reported. A tornado touched down briefly in an open field. No damage was reported. Lightning struck a tree in a residential area which caused damage to the two surrounding homes. Parts of the tree went through the roof and basement of one of the homes as well as the driver-side window of the resident���s truck. A tornado touched down briefly in open country; no damage was observed."
USW00003017,9,input,2014-06-02 07:00:00,14.4,False,"The following events were reported: Hail, Lightning, Tornado. These occurred near station USW00003017, approximately 33.8843 km away, between 2014-06-08 11:30:00 and 2014-06-08 12:43:00. The events included records with hailstones measuring 1.0 inches.The events resulted in 1 injuries and 0 fatalities. The events caused property damage valued at 25000.0 and crop damage of 1000.0. Episode Narrative: An upper level weather disturbance and its associated cold front moved across northern Colorado during the late morning and afternoon; spawning several tornadoes, damaging wind, large hail, very heavy rainfall. Nine tornadoes touched down across northeast Colorado. Three of the tornadoes occurred in Park County, at elevations of 8,000-10,000 feet. The first tornado occurred 8 miles south-southwest of Fairplay; it damaged the roof of a residence and was assigned a rating of EF-1. The second tornado developed 6 miles southeast of Fairplay in open country. The third tornado developed 4 miles west of Lake George; it was given a rating of EF-2. The last tornado caused damage to some homes and overturned several recreational vehicles at an RV park. Several power lines were also downed and some buildings in the town of Lake George were damaged, and trees were also snapped from their bases. This tornado then passed into Teller County. ||In Aurora, another tornado touched down near the Blackstone Country Club, it lifted some golf carts and flipped an empty construction trailer. One of the carts was thrown on top of a caddy walking nearby; he was taken to a hospital with minor injuries. It was assigned an EF-1 rating. Five other tornadoes developed over open country across Douglas, Elbert and Weld Counties with little additional damage reported. In Englewood, lightning struck a tree which damaged two nearby homes and a truck. Large hail, up to half dollar size, very heavy rain, and minor flooding was also reported. An upper level weather disturbance and its associated cold front moved across northern Colorado during the late morning and afternoon; spawning several tornadoes, damaging wind, large hail, very heavy rainfall. Event Narrative:   A tornado touched down near the Blackstone Country Club in Aurora, and flipped an empty construction trailer. Several golf carts were also damaged, a tree was dowend and a couple broken garage door panes of a home nearby was damaged. A caddy suffered a broken wrist when he was struck by one of the golf carts. A tornado touched down in open country; no damage was reported. A tornado touched down briefly in an open field. No damage was reported. Lightning struck a tree in a residential area which caused damage to the two surrounding homes. Parts of the tree went through the roof and basement of one of the homes as well as the driver-side window of the resident���s truck. A tornado touched down briefly in open country; no damage was observed."
USW00003017,9,input,2014-06-02 08:00:00,14.15,False,"The following events were reported: Hail, Lightning, Tornado. These occurred near station USW00003017, approximately 33.8843 km away, between 2014-06-08 11:30:00 and 2014-06-08 12:43:00. The events included records with hailstones measuring 1.0 inches.The events resulted in 1 injuries and 0 fatalities. The events caused property damage valued at 25000.0 and crop damage of 1000.0. Episode Narrative: An upper level weather disturbance and its associated cold front moved across northern Colorado during the late morning and afternoon; spawning several tornadoes, damaging wind, large hail, very heavy rainfall. Nine tornadoes touched down across northeast Colorado. Three of the tornadoes occurred in Park County, at elevations of 8,000-10,000 feet. The first tornado occurred 8 miles south-southwest of Fairplay; it damaged the roof of a residence and was assigned a rating of EF-1. The second tornado developed 6 miles southeast of Fairplay in open country. The third tornado developed 4 miles west of Lake George; it was given a rating of EF-2. The last tornado caused damage to some homes and overturned several recreational vehicles at an RV park. Several power lines were also downed and some buildings in the town of Lake George were damaged, and trees were also snapped from their bases. This tornado then passed into Teller County. ||In Aurora, another tornado touched down near the Blackstone Country Club, it lifted some golf carts and flipped an empty construction trailer. One of the carts was thrown on top of a caddy walking nearby; he was taken to a hospital with minor injuries. It was assigned an EF-1 rating. Five other tornadoes developed over open country across Douglas, Elbert and Weld Counties with little additional damage reported. In Englewood, lightning struck a tree which damaged two nearby homes and a truck. Large hail, up to half dollar size, very heavy rain, and minor flooding was also reported. An upper level weather disturbance and its associated cold front moved across northern Colorado during the late morning and afternoon; spawning several tornadoes, damaging wind, large hail, very heavy rainfall. Event Narrative:   A tornado touched down near the Blackstone Country Club in Aurora, and flipped an empty construction trailer. Several golf carts were also damaged, a tree was dowend and a couple broken garage door panes of a home nearby was damaged. A caddy suffered a broken wrist when he was struck by one of the golf carts. A tornado touched down in open country; no damage was reported. A tornado touched down briefly in an open field. No damage was reported. Lightning struck a tree in a residential area which caused damage to the two surrounding homes. Parts of the tree went through the roof and basement of one of the homes as well as the driver-side window of the resident���s truck. A tornado touched down briefly in open country; no damage was observed."
USW00003017,9,input,2014-06-02 09:00:00,13.9,False,"The following events were reported: Hail, Lightning, Tornado. These occurred near station USW00003017, approximately 33.8843 km away, between 2014-06-08 11:30:00 and 2014-06-08 12:43:00. The events included records with hailstones measuring 1.0 inches.The events resulted in 1 injuries and 0 fatalities. The events caused property damage valued at 25000.0 and crop damage of 1000.0. Episode Narrative: An upper level weather disturbance and its associated cold front moved across northern Colorado during the late morning and afternoon; spawning several tornadoes, damaging wind, large hail, very heavy rainfall. Nine tornadoes touched down across northeast Colorado. Three of the tornadoes occurred in Park County, at elevations of 8,000-10,000 feet. The first tornado occurred 8 miles south-southwest of Fairplay; it damaged the roof of a residence and was assigned a rating of EF-1. The second tornado developed 6 miles southeast of Fairplay in open country. The third tornado developed 4 miles west of Lake George; it was given a rating of EF-2. The last tornado caused damage to some homes and overturned several recreational vehicles at an RV park. Several power lines were also downed and some buildings in the town of Lake George were damaged, and trees were also snapped from their bases. This tornado then passed into Teller County. ||In Aurora, another tornado touched down near the Blackstone Country Club, it lifted some golf carts and flipped an empty construction trailer. One of the carts was thrown on top of a caddy walking nearby; he was taken to a hospital with minor injuries. It was assigned an EF-1 rating. Five other tornadoes developed over open country across Douglas, Elbert and Weld Counties with little additional damage reported. In Englewood, lightning struck a tree which damaged two nearby homes and a truck. Large hail, up to half dollar size, very heavy rain, and minor flooding was also reported. An upper level weather disturbance and its associated cold front moved across northern Colorado during the late morning and afternoon; spawning several tornadoes, damaging wind, large hail, very heavy rainfall. Event Narrative:   A tornado touched down near the Blackstone Country Club in Aurora, and flipped an empty construction trailer. Several golf carts were also damaged, a tree was dowend and a couple broken garage door panes of a home nearby was damaged. A caddy suffered a broken wrist when he was struck by one of the golf carts. A tornado touched down in open country; no damage was reported. A tornado touched down briefly in an open field. No damage was reported. Lightning struck a tree in a residential area which caused damage to the two surrounding homes. Parts of the tree went through the roof and basement of one of the homes as well as the driver-side window of the resident���s truck. A tornado touched down briefly in open country; no damage was observed."
